Day,[1] XSEDE Utilization (%),[32] XSEDE Utilization (%),[64] XSEDE Utilization (%),[16] XSEDE Utilization (%),[38] XSEDE Utilization (%),[2] XSEDE Utilization (%),[4] XSEDE Utilization (%),[10] XSEDE Utilization (%),[8] XSEDE Utilization (%),[20] XSEDE Utilization (%),[35] XSEDE Utilization (%),[3] XSEDE Utilization (%),[6] XSEDE Utilization (%),[12] XSEDE Utilization (%),[28] XSEDE Utilization (%),[9] XSEDE Utilization (%),[100] XSEDE Utilization (%),[45] XSEDE Utilization (%),[50] XSEDE Utilization (%),[24] XSEDE Utilization (%),[5] XSEDE Utilization (%),[128] XSEDE Utilization (%),[25] XSEDE Utilization (%),[15] XSEDE Utilization (%),[30] XSEDE Utilization (%),[52] XSEDE Utilization (%),[60] XSEDE Utilization (%),[54] XSEDE Utilization (%),[17] XSEDE Utilization (%),[40] XSEDE Utilization (%),[55] XSEDE Utilization (%),[14] XSEDE Utilization (%),[13] XSEDE Utilization (%),[39] XSEDE Utilization (%),[21] XSEDE Utilization (%),[48] XSEDE Utilization (%),[18] XSEDE Utilization (%),[11] XSEDE Utilization (%),[42] XSEDE Utilization (%),[34] XSEDE Utilization (%),[80] XSEDE Utilization (%),[36] XSEDE Utilization (%),[43] XSEDE Utilization (%),[63] XSEDE Utilization (%),[7] XSEDE Utilization (%),[27] XSEDE Utilization (%),[29] XSEDE Utilization (%),[68] XSEDE Utilization (%),[61] XSEDE Utilization (%),[62] XSEDE Utilization (%),[47] XSEDE Utilization (%),[46] XSEDE Utilization (%),[59] XSEDE Utilization (%),[58] XSEDE Utilization (%),[57] XSEDE Utilization (%),[22] XSEDE Utilization (%),[56] XSEDE Utilization (%),[51] XSEDE Utilization (%),[53] XSEDE Utilization (%),[49] XSEDE Utilization (%),[37] XSEDE Utilization (%),[41] XSEDE Utilization (%),[44] XSEDE Utilization (%),[31] XSEDE Utilization (%),[33] XSEDE Utilization (%),[26] XSEDE Utilization (%),[23] XSEDE Utilization (%),[19] XSEDE Utilization (%)
2012-12-24,6.580695488,1.729249455,0.068990555,0.891110240,3.335579390,0.481588962,0.647240394,0,0,0,0.028618125,0.016870540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,6.650942584,4.102054761,4.628882071,0.802656017,0,0.086495166,1.152054235,0,0,0,0,0,0,0.015338639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,7.451355849,0,16.947755108,1.114154825,0,1.084078277,0.972836319,0,0,0,4.360877840,0,0,0.282143061,0,0,0,0,0,0,0.015160110,0,2.019789414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-27,7.409209574,0,5.501730104,2.306484698,0,0.860246097,0.326023119,0,0,0,5.873725776,0,0,3.319696751,0,0,0,2.907760837,0,0,0.050987000,0,3.604382930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-28,6.985728033,0.962236767,20.994596091,1.668348750,0,0.745326317,0.402642951,0,1.023030655,0,6.113242052,0,0,1.844923414,0,0,0,6.487889273,0,0,0.030428651,0,1.567864899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-29,6.155675439,4.048122529,7.361698475,0,0,0.620728130,0.351207055,0,4.613610150,0,4.482242069,0,0,1.967332276,0,0,0,1.752481017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-30,8.438202592,4.531003025,8.269362219,0.001281546,0,0.603053325,0.029255575,0,3.596773664,0,0,0,0,1.730023721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,6.649874635,2.312091503,8.477722248,0.001228156,0,0.576701269,0.005092843,0.007408997,2.847996526,0,0,0,0,3.310665745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,5.487462792,4.602396502,8.976675625,0.001228156,0,0.576701269,0,0,1.809360169,0,0,0,0,2.713980200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,8.463892118,6.822482789,8.488188325,1.140987428,12.832561019,0.582284721,0,0.554490911,0.152919287,0,0,0,0,1.439770761,0,0,0,0,0,0,0,0,1.798395186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-03,11.741387552,9.058535216,8.855247982,9.236645085,20.639020374,0.629011566,0.492078355,2.181118891,0.028154248,0,0,0,0.006668108,3.527549500,0,0,0,0,0,0,0,0,0.243587878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-04,12.483705110,10.914872472,9.311696373,8.099715930,8.796930380,0.504219756,1.098549161,0.384384086,0.706352312,0,4.615637615,0,0,2.954172261,0,0,0,0,0,0,0,0,0.570777428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-05,9.181578111,7.127173293,13.184886184,0,0,1.167643154,0,0,0.844053031,0,5.660608300,0,0,2.691052307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-06,9.609556871,9.225618339,6.372549020,3.105856747,1.834590888,1.726582850,0.229866180,0,0,0,0,0,0,0.457516340,0,0,0,0,0,0,0,0,0.228945072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-07,12.314873411,9.782135064,15.019116596,4.613610150,3.639378822,0.545480029,1.187437261,0,0.089054953,0,1.907427770,0,0.043643070,0.702994829,0,0,0,0,0,0,0.040006999,0,0.495602653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-08,14.139929166,10.970460054,25.754837833,3.486933436,2.658736386,0.651448812,0.399385678,0,0.082687210,0,3.215101238,0,0.066701096,1.729983660,0,0,0,0,0,0,0.061207754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052258521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-09,20.406374126,7.630345150,10.617283955,4.590221722,2.467363664,0.609300922,1.153402537,0,0,0,0,0,0,0.974905498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628917439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-10,19.432613358,11.139358773,21.180315263,5.165721530,7.593273395,1.437364498,0.526894028,0.339879982,0,0.367012950,0,0,0,1.729843502,0,0,0,0,0,0,0.308508484,0.597633385,0,0,0,0,0,0,0,0.362707703,0,0,0,0,0,0,0,1.439835828,0,0,0.419977367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-11,20.523443057,8.464105715,21.529112676,4.157215149,5.346387883,1.260579577,0.952351409,0,0,0,0,0.155318868,0,1.729983660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160520180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-12,17.434320146,4.612915968,33.649664680,4.367337345,0,0.636220294,1.145940113,0,0,0,0,0.273532641,0,0.097618704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-13,15.141321810,2.124823798,15.045815724,1.944444444,0,0.421369035,0.051649493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-14,15.742295932,0.026325362,50.090456683,2.427164732,0,0.310307371,0.623418051,0,0.014737909,0,0,0.721887841,0.014457593,1.571651115,0,0,0,0,0,0.019663899,0,0,0.204790675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-15,17.954709614,4.375186902,39.790465206,2.983147520,0,0.318770988,1.551199584,0.175029511,1.358051365,0,0,3.280469013,0,1.477056113,0,0.406259011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281485637,0,0,0,0,0.302798203,0,0,0,0,0,0,0,0.004251820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-16,33.883063643,7.556281764,13.993976663,0.237835883,6.787643762,0.454349139,0.714802562,0,2.239603345,0,0,3.526222937,0,1.572572260,0,0.554143839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-17,49.753505262,7.963123145,19.737600923,0.337183340,4.308422392,0.009318006,0.568277676,0,0.907450109,0,0,2.012922689,0,1.213135160,0,1.026888697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-18,23.968367335,2.577480867,65.702614379,0,1.576256728,0.315373519,0.407535563,0,0.290580020,0,0,1.921486515,0,0,0,0.572015571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-19,22.637050203,2.500480584,55.612584891,1.198363873,0,0.112520124,5.087493054,0,0,0,0,1.083832953,0,0.034882392,0,1.451920535,0,0,0,0,0,0,0.180928346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-20,27.500584135,4.613610150,11.713443522,7.386475304,0,0.000230268,4.891988621,0,0.018021915,0,0,1.297577855,0,0.066981449,0,3.350243897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-21,13.262124206,2.515645688,1.774744727,8.929177893,0,0.029846281,1.134212577,0,0,0,0,1.504174063,0,1.598383660,0,3.277074923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-22,24.114291604,4.987771755,3.825344969,11.034351121,0,0.291487762,1.520315353,0,0.389033064,0,0,1.730103806,0,3.412509612,0,4.165780589,0,0,0,0,0,0.069204152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-23,21.106225107,7.512655401,16.418044329,12.110192669,0,0.282313293,2.293435480,0,0.272344508,0,0,1.942036529,0,2.577794598,0,4.231620651,0,0,0,0,0,0,0.252890865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-24,17.209783684,6.227305716,20.058310881,9.441240561,0.683691369,0.903865776,1.945031846,0,0.634651711,0,0,3.027681661,0,3.341463207,0,5.229914576,0,0,0,0,0,0,0.262360706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-25,25.931799743,7.868341240,13.154983172,9.546728835,0,1.301315787,2.008222010,0,1.306815738,0,0,2.756196535,0.762056661,1.934632526,0,2.922403643,0,0,0,0,0,0,0.168079397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-26,17.773817950,8.546659413,26.076081841,8.434202665,0,0.784100128,3.702462169,0,1.136728925,0,0,3.420158901,4.101587505,0,0,0.806510717,0,0,0,0,0,2.045794361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-27,19.785197287,3.080278957,8.248536883,9.186797821,3.051373833,1.145753248,1.636189619,0,0.005259733,0,0,1.043403754,7.240083930,1.415020665,0,4.015688077,0,0,0,0,0,8.260925298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-28,14.815523251,4.613610150,25.823721646,8.623205806,4.307661454,1.689294194,2.058896969,0,0.052931039,0,0,0.731664692,6.918582959,1.730103806,0,5.475027634,0,0,0,0,0,7.577854671,0.048267043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-29,11.134403610,4.930155056,35.359263489,6.856257209,2.573132254,3.434593178,2.047216065,0,1.089404729,0,0,1.979091538,4.677237533,0.299323990,0,6.284827350,0,0,0,0,0,6.358665462,0.295567735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-30,16.979601333,4.108836332,12.347708138,10.052223491,9.990568531,2.095007592,2.582627175,0,1.154670755,0,0,0.974314792,3.083069012,0.789980604,0,2.256704152,0,0,0,0,0,9.071724555,0.255811054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-31,14.440630632,5.845988735,31.725298000,5.582895438,14.299307958,1.086140810,1.773650046,0,0.363094873,0,0,0.785980753,6.879415369,0.695766052,0,0.335177576,0,0,0,0,0,2.320047841,0.005339818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
