Day,[1] XSEDE Utilization (%),[4] XSEDE Utilization (%),[16] XSEDE Utilization (%),[2] XSEDE Utilization (%),[64] XSEDE Utilization (%),[8] XSEDE Utilization (%),[3] XSEDE Utilization (%),[32] XSEDE Utilization (%),[40] XSEDE Utilization (%),[96] XSEDE Utilization (%),[6] XSEDE Utilization (%),[128] XSEDE Utilization (%),[48] XSEDE Utilization (%),[10] XSEDE Utilization (%),[12] XSEDE Utilization (%),[18] XSEDE Utilization (%),[35] XSEDE Utilization (%),[9] XSEDE Utilization (%),[25] XSEDE Utilization (%),[60] XSEDE Utilization (%),[24] XSEDE Utilization (%),[33] XSEDE Utilization (%),[15] XSEDE Utilization (%),[20] XSEDE Utilization (%),[7] XSEDE Utilization (%),[45] XSEDE Utilization (%),[38] XSEDE Utilization (%),[63] XSEDE Utilization (%),[41] XSEDE Utilization (%),[14] XSEDE Utilization (%),[36] XSEDE Utilization (%),[11] XSEDE Utilization (%),[43] XSEDE Utilization (%),[19] XSEDE Utilization (%),[23] XSEDE Utilization (%),[31] XSEDE Utilization (%),[34] XSEDE Utilization (%),[5] XSEDE Utilization (%),[65] XSEDE Utilization (%),[30] XSEDE Utilization (%),[61] XSEDE Utilization (%),[21] XSEDE Utilization (%),[46] XSEDE Utilization (%),[37] XSEDE Utilization (%),[81] XSEDE Utilization (%),[256] XSEDE Utilization (%),[26] XSEDE Utilization (%),[17] XSEDE Utilization (%),[57] XSEDE Utilization (%),[49] XSEDE Utilization (%),[126] XSEDE Utilization (%),[13] XSEDE Utilization (%),[42] XSEDE Utilization (%),[117] XSEDE Utilization (%),[50] XSEDE Utilization (%),[29] XSEDE Utilization (%)
2013-08-01,41.587715212,6.490933025,0.341455210,8.546038671,0.559079816,0.100615711,0,0,5.767012687,21.174868665,2.858165542,0,0,0.462195355,0,0,1.259431469,7.180846910,0,0,1.206427028,0,0.005356526,0.002002422,0,0,2.796273594,0,0,0,0,0,0,0,2.154384732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-02,50.963208900,8.622571697,3.508880148,2.116687204,2.505553415,1.522197630,0,0,5.762340356,2.228149442,3.018250192,0,0,1.338794649,0,0.040609381,4.088246333,12.543973472,0,0,1.572552211,0,0,0,0,0,4.561303195,0,0,0,0,0,0,0,0.349565071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-03,47.525099871,8.187028802,2.306805075,4.753590416,3.575654684,4.186197091,0,0.006461194,3.295473946,1.571510957,0.108431853,0,0,2.573479326,0,0,0,12.170754638,0,0,2.014489619,0,0,0,0,0,5.478662053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-04,15.539533698,7.395459529,6.085907163,8.550761013,7.482058170,5.876692746,0,0,0,19.218569781,0,0,0,2.578068269,0,6.162173203,1.224038418,10.934601475,0,0,0.014577701,0,0,0,0,0,2.728804877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-05,24.821683104,4.950439735,4.852353812,6.446846052,6.188538588,0.701185992,0,0.064718685,0.025297437,19.450211457,0,1.483403807,0,0.411416958,0,3.297619906,3.155587207,9.211961745,0,0,2.200195425,0,0,0,0,0,3.977800343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-06,39.676251697,3.734574555,1.035686057,4.198528661,9.159938485,0,0.000150183,0,0.123550250,12.972414456,0,0,0,1.576550410,0,1.702199875,4.982825754,6.643268214,0,0,4.485294118,0,0,0,0,0,2.595960012,0,0,0,0,0,0,0,0.956199388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-07,34.433168808,13.535672690,2.877365526,4.973037226,1.776773920,1.523492579,0.014157228,0.363535397,0,19.670639523,0,0,0,2.250519970,0,6.467884948,3.993923273,3.244124856,0,0,5.228317609,0,0,0,0,0,1.490398975,0,0,0,0,0,0,0,0.698093882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-08,35.431604919,7.563610676,4.690156580,4.412876020,5.880217006,0.644063168,0,0.208199821,3.835664168,10.607138293,0,0,0,1.795399869,0,2.986651769,1.318828696,2.517736568,0,0,4.236111111,0,0,0,0,0,5.478662053,0,0,0,0,0,0,0,3.316032295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-09,44.057362065,2.433585941,4.527265092,6.446248626,2.265902012,1.153402537,0.000250317,1.039237050,5.767012687,0,0,0,0,1.496936913,0,7.219609045,0,13.109621300,0,0,0.259475510,0,0,0,0,0,2.098188047,0,0,0,0,0,0,0,2.691628032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-10,47.193359750,1.153509280,6.067244419,7.040294298,0,0.111896078,0,2.202358055,5.683511150,0,0,0,0,0,0,10.166252163,3.626793518,11.740466407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-11,41.739753866,0.477560726,3.465600821,3.154983134,0,0.287282686,0,2.691539575,5.767012687,0,0,0,0,0.031521680,0,13.118031526,2.867186486,16.272527393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,38.621746969,1.337980359,3.934384236,1.061904639,0,0,0,0,1.908987979,14.651576317,0,0,0,0.066630998,0,13.134701797,0,17.416092969,0,0,0.932373779,0,0,0,0,0,0.018896315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,39.953171895,2.685585660,7.006519916,1.618691692,2.780661284,0.101269832,0,0,1.142789620,6.622292695,0,0,0,1.598193378,0,9.015342657,2.225322667,13.823514394,0,0,2.337121953,0,0.187077499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,24.305118336,4.561099660,9.867865988,0.723980335,7.718826105,0.905674613,0,0,5.767012687,23.849801383,0,0,0,2.012080052,0.563324991,9.337724673,4.370864984,1.640324635,1.550260116,0,2.596317109,0,0,0,0,0,0,0,0,0.276089049,0,0,0,0,0.001381680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,27.579458021,2.495928361,7.817666282,0.480253989,5.414584122,1.256834999,0,1.878924760,4.571091798,13.763776740,0,0,0,2.555857911,3.440723933,10.279610006,8.412913453,0,2.455235554,0,1.316000269,0,0,0,0,0,0,0,0,2.018454441,0,0,0,0,0.836338675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,40.180595542,1.509655766,8.708749865,1.064954960,0,2.260108267,0,0.145350083,4.712797437,16.670351134,0,0,0,1.381780257,4.702598385,9.971164937,3.404214537,0,0.496562170,0,1.704793041,0,0,0,0,0,1.833512877,0,0,0.890666375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-17,39.126922413,0.872420876,13.840830450,0.049113021,0,0.483921786,0.067567162,2.271348610,5.767012687,13.651319993,0,0,0,1.710079469,3.553601192,9.542393551,4.424889015,0,0,0,0,0,0,0,0,0,0.078946011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-18,15.396712427,0.338578386,4.692319135,0.158162313,0,1.059101217,0,1.308844893,0.999882520,24.212001769,0,0,0,2.867453473,1.690515667,6.124056853,0.378343403,0,0,0,0,0,0,0,0,0,1.678601154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,2.171527252,0,0.802949699,0.079853790,0,0,0,0,0,0.245738831,0,0,0,1.196538328,0.033560822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,0.000030037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,0.091719043,0.013162681,0.376991759,0.033487383,0,0,0,0.002456312,0,0,0,0.133495681,0,0.207402201,0,0.000420511,0,0,0.124735003,0,0,0,0,0.004438760,0,0,0,0,0,0.615044544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22,9.556283078,0.104406959,17.582820722,0.020878726,0.342389683,0.484856223,0,0.012174780,0,15.381904383,0,0.015805895,0,2.413952041,0,0.153516676,0,0,1.953917626,0,0,0,0.000375457,0,0,0,0.192894560,0,0,4.036908881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,30.169463893,0.006267609,17.489400486,0.181086864,2.395980174,1.246889530,0.208543589,1.888483058,1.449162169,12.993399962,0,0,0,11.388932292,0,0.003243945,1.822858246,0,0.000834340,0,0,0,0,0,0,0,1.144938921,0,0,1.458964100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24,28.744657178,0.048358804,3.652014137,0.351243812,1.830706151,1.802378367,0.149526812,2.860438293,5.767012687,12.884948097,0.269357526,0,0,11.971190317,0,1.476625577,9.512024972,0,1.235752663,0,0,0,0,0,0,0,0,0,0,0.180189110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25,14.549921943,0.000313731,5.897651519,0.126967730,6.207868743,2.041936320,0.015894315,2.134328669,5.762941086,7.883666551,1.154083390,4.630056799,0,4.854753355,0,2.463235294,3.526513240,0,0,0,0,0,2.032071011,0,0,0,0,0,0,2.018454441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-26,15.764036105,2.293148406,10.785301552,0.450801487,2.462300820,0.950996424,0,0.585672202,0.112803819,0,0,0,0,1.860846114,1.001698077,2.590199683,4.365491750,1.094065384,1.861013004,0,0,0,2.162629758,0,0,0,0,0,0.479257790,0.027590200,0,0,0,0,0,2.357161308,0,0,0,0,0,0.166207108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-27,36.243744030,2.629904589,10.185772562,0.787651121,6.562006087,1.118239792,0,4.263424336,3.353611329,0,0,0,0,1.344651772,0.726223087,0.862558872,7.134909387,1.362877259,0.569525881,0,0,0,0.105503292,0,0,0,0,0,0,0,0,0,0,0,0,1.937841403,0,0,0,0,0,1.790712481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,19.828554597,1.842353640,8.387318992,0.607048146,3.522149571,1.155778764,0,2.304455580,5.767012687,17.953511457,0.469771242,0,0,2.161294822,0,0.000841023,6.548880088,0,0.250012353,0,0,0,2.162629758,0,0,0,0,0,0,0,0,0,0,0,0,3.261704558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-29,37.149735679,0.609294239,2.541009843,0.668946814,0.467341587,1.128038382,0.082330113,3.586868294,5.509232552,13.461809535,0.002382910,2.029774869,0,5.196535662,0,1.463739908,7.329979906,0,0.113012423,0,0,0,2.102206295,0,0,0,0.024413011,0,0,0,0,0,0,0,0,0,0,0.046289626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,46.084024962,0.604194713,2.891008792,3.433288203,0.002242715,1.167606510,0.019333497,4.250822362,5.767012687,7.635364591,0.034391820,5.241146547,0,5.646032250,0.000740888,1.839797193,6.359591601,0,0.957873099,0.549868628,0,0.168835304,0,0.000433878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002302788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,43.451224627,9.098063245,3.737157734,9.717663391,0.005980610,0.781643816,0,4.613610150,3.645833333,0,0,4.542910855,0,7.028613431,0.436891272,0,0,0,2.683763456,0,0,0,0.465841451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,32.170632051,12.774673991,1.950131372,5.741551739,0,0,0,4.444764822,5.767012687,12.682301691,0,1.546413789,0,5.849479617,0.709682987,0.738718281,0,0,0,0,1.302744099,0,2.162629758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,33.248689544,6.755214341,0.155549135,2.686419999,0,0.042144585,0,1.852866423,5.637321658,20.130879162,0,0,0,3.599593794,0,2.661055844,3.829807045,0,0,4.339476816,2.966847674,0,1.653961217,0,0,0,0,0,0,0.065669867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,32.271100471,11.045371184,0.176107484,2.436212447,0,0.348316903,0,0,5.767012687,10.984397039,0,0,0,2.479381578,0,3.398812957,7.270232265,0,0.326730629,0,2.002314840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667793036,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,25.202104021,8.079871774,2.358654799,3.191053621,0.469157145,0.870752160,0,0.000800961,5.676569371,10.790401115,0,0,0,2.834246444,0,0,2.552211815,0,0,0,1.698505383,0,0,0,0,0,0.610896162,0,0,0,0,0,0,0,0,0,0,0.070794436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,24.717557325,4.723190037,2.306805075,0.113067465,0.242214533,0.083968756,0,0,5.767012687,0.893085968,0,0,0,0,0,1.073024798,0,0,0,0,1.542715955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720876586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-06,74.311143851,1.012991811,2.064296860,0.432349036,2.176192938,0,0,0,5.737576894,0,0,0,0,0,0,1.116547722,0,0,0.908438011,0,1.053120607,0,0,0.000433878,0,0,0.115089937,0,0,0,0,0,0,0,0,0,0,0.720876586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-07,69.713239649,5.484756126,2.306805075,0.440095118,0,0.009638383,0,3.720791132,5.767012687,0,0,0,0,1.656113822,0,0.710453912,0,0,2.403130557,0,0,0.037555680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720876586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-08,69.651365273,6.845537549,1.778215598,0.944047962,0,0.394119262,0,0,4.457286711,0,0,0,0,1.916463770,0,0.212598520,0,0,0,0,0,1.963027066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195679621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-09,64.711568305,2.542705367,0.837124581,1.365637315,0.106048943,0.106249212,0,0.019703960,2.587746713,0,0,0,0,2.517744903,0.000240292,1.410154748,0,0,1.865226453,0,0.766371933,5.355096785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-10,44.809031983,13.787105095,2.318258978,1.118723718,1.595646957,0.000427194,0,0.002029117,5.767012687,0,1.366391532,0,0,1.312579447,0.001501826,4.272515379,0.877934231,0,0.902096962,0,0.593681930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,45.885016055,9.770941502,2.229030489,1.016552828,5.090777060,0.679679841,0,0.801988568,2.406059118,0,1.730994877,0.196719223,0,2.300347222,0.033680969,4.877571126,0,0,2.940075144,0,0.885196386,0,0,0.006341011,0,0,0,0,0,0,0,0.863101181,0,0.000443865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-12,48.268597790,5.230673862,2.306805075,0.563658734,9.227220300,2.213197899,0.153071122,0.138354915,4.011878432,0,0.974575096,0,0,1.293522924,0.431004114,3.200421713,1.323501027,0,2.423947520,0,0.368808459,0,0,0.006507901,0,0,0,0,0,0,0,1.187500676,0,0.006689810,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005787025,0,0,0,0,0,0,0,0
2013-09-13,45.305003259,9.276360054,5.982608214,1.096686821,4.689969678,1.595913944,0.947407022,1.340990657,5.767012687,0,1.658917243,0,0,1.021875901,0.118584198,4.316278595,0,0.114574322,1.061707712,0,0,0,0.006357718,0,0.004613948,0,0,0,0,0.005490001,0,0.001376687,0,0,0,0,0,0.004839222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005770354,0,0,0,0
2013-09-14,51.923824258,1.091300334,10.146257862,0.979184050,0,0.158165654,5.834309520,2.997458234,1.707209291,0,1.350061688,0,0,2.474876099,0,2.995933055,0,0,1.002010119,0,0,0.989498255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-15,55.127545971,5.258173990,4.332575099,0.729764056,0,0.009958760,5.312920511,4.019127259,0,0,1.341170876,0,0,2.787573026,0,0.000540657,0,0,2.177481167,0,0,5.830985491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-16,43.714974822,15.260303316,0.486751903,0.439097230,0,0.532100372,1.667017118,20.043092425,0,0,1.474863409,0,0,2.280372933,0,0.177275567,0.215161649,0,0,0,0,0,0,0,0.191975104,0,0,0,0,0,0,0,0,0,0,0,0,0.172835155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-17,37.699811145,18.098160676,1.420767666,0.519832103,0,4.041207521,11.237524780,7.561621619,0,0,1.451745310,0,0,0.533765709,0,1.255196319,1.115873552,0,0,0,0.000520646,0,0,0,0.472853327,0,0,0,0,0,0,0,0,0,0,0,0,0.407528880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-18,34.546483436,19.088705253,5.161075893,2.476394596,2.975030975,2.484674727,10.352378517,12.871384954,0,0,2.051674837,0.051475920,0,0,0,0.183372982,0,0,0.959583529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-19,25.945752610,10.041130027,9.196142484,1.662261360,10.171835577,0,7.899525798,27.446067731,0,0,1.370015927,0,0,0,0,0.206290850,0,0,0.758213638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,21.754080499,9.697158432,7.792435564,1.623243840,22.796146764,0.648174831,9.209673939,15.256151480,0,0,1.616946194,0.075398359,0,0.000433878,0,0.098669983,0,0,0,0,0.000800961,0,0.000425505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031121181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-21,21.953444776,9.167354165,9.417558451,3.774286144,27.654321017,1.011897129,9.069909034,5.671643381,0,0,1.730103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-22,23.630986092,6.486667838,12.061706998,2.898220899,23.943461912,1.612787825,8.290821627,11.704312456,0,0,0.712065860,0,0,0.410666045,0.000700865,0,0,0,0.000959517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-23,27.377051382,3.528584108,6.722628053,3.358370466,17.588427490,2.854844854,5.063547261,24.212268794,0,0,1.730103806,0,0,1.441753172,0.261417897,0,0,0,0.299113735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-24,18.707508943,4.180042982,6.616392208,3.776178483,35.409671460,2.300330514,4.178621241,12.332703205,0,0,1.156256007,0.009398091,0,1.085887076,0,0,0,0,0,0,0,0,0.006282627,0,0.000712541,0,0,0,0,0,0,0,4.873023935,0,0,0,0,0.000575688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-25,33.823703699,4.597176830,6.920415225,4.334123594,16.344141151,2.887337690,5.830564942,0,0,0,0.370870992,3.860053788,0,1.672500436,0,0,0,0,0.044637617,0,0,0,0,0,0.004298565,0,0,0,0,0,0,0,0,0,0,0,0,0.000609066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-26,40.421507466,3.230067725,6.591588722,4.409271637,1.697851262,2.469509586,8.845320910,0,0,0,0.889671828,0.711692093,0,2.883506344,0.060593694,0,0,0,0.237580573,0,0,0,0,0,0.377467313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663889940,0,0,0,0,0,0.003969815,0,0,0,0
2013-09-27,33.695760570,1.832541683,0.665929796,6.151113116,0,3.667780083,13.991804009,0.122709189,0,0,2.057001289,0.080951775,0,2.113069493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-28,17.891584479,1.449876362,2.664439984,13.665921123,0,4.461531885,3.918630042,0.027767077,0,0,1.949580690,0,0,2.883506344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-29,22.550526353,3.216578021,2.306805075,12.763300173,0,3.332612494,5.344974476,0,0,0,1.241579748,0,0,1.586362367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053907226,0,0,0,0
2013-09-30,24.119863003,4.603617974,2.381482558,4.514336058,1.575569230,4.740644599,14.506630037,0,0,0,2.403482622,0,0,1.718539744,0,0,0,0,0.110217374,0,0,0,0,0,0.179488245,0,0,0,0,0,0,0,2.305166432,0,0,0,0,0.060515262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,29.702807664,4.740431077,1.739208215,10.139172584,9.227220300,2.929148532,2.089976399,0.121427644,1.047673972,0,1.721653518,0,0,0.200694069,0,0,0,0.006172506,0,0,0,0,0,0.053498392,0,0,0,0,0,0.561919957,0,0,1.889711214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,23.518086343,14.135188352,4.582505677,5.938050607,0.459331898,9.563308996,5.926081090,0,0.004271870,0,2.727366503,0,0,0.725165126,0.000360438,0,0,0.007343930,0,1.485205998,0,0,0,0,0.265132401,0,0,0,0,2.018454441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,17.540636114,11.026695111,4.959604179,20.123440091,0,8.488935859,13.662618757,0,2.528007407,0,2.878330037,0,0,0.062492641,0,0,0,0.045940864,0,5.743584198,0,0,0,0,0.179079411,0,0,0,0,1.456651288,0,0.091209248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-04,20.704388224,9.226052179,8.644778676,18.014392113,0,9.807005306,7.701555066,0,5.767012687,0,2.595596233,0,0,0,0.073789716,0,0,0.163323601,0.301867033,0.461861611,0,0,0,0,0,0,0,0,0,2.018454441,0,2.002840479,0.542674880,0.862730756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-05,30.110878178,12.611308714,9.240169308,7.459520790,0,10.085530655,11.082876778,0.018956388,5.758735973,0,2.000602758,0,0,0,0.007429046,0,0,0.043733180,1.184607182,0,0,0,0,0,0,0,0,0,0,1.321690501,0,0.500301717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-06,31.747447421,8.593289465,5.886731591,2.306211028,0,10.743917979,8.564153999,0,5.767012687,0,0.720466099,0,0,0,0,0,0,0.007133675,2.010403000,0,0.325676010,0,0,0,0,0,0,0,0,0,0,0.732831123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-07,42.203486865,7.678136602,6.606860605,2.094066435,0,10.507804165,3.450726058,4.045879740,5.757734743,0,1.209590850,1.143363655,1.498462130,0,0,0,0,0.070751033,0.447460787,0,2.422145329,0,0,0,0.031912155,0,0,0,0,0,0,4.456844498,0,0,0,0,0,0.007317235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126153403,0,0,0
2013-10-08,31.867078730,8.807570030,3.718014443,9.303349561,0.423661835,13.363917198,10.622526980,3.738038780,5.091524631,0,2.336461112,0,6.410034602,0,0,0,0,0.476889898,0.302993440,0,0.188308959,0,0,0,0,0,0,0,0,0,0,3.970988735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,39.972165265,3.583624350,4.384745163,10.766341934,0.843158618,11.713096413,5.542264394,4.528279726,2.030936269,0,1.739865677,0,5.761165590,0.001184791,0,0,0,0.326016436,0.448420267,0,0,0,0.000600730,0,0,0,0,0,0,0,0,3.336323620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-10,39.927912379,3.983383795,9.189441073,11.710953870,4.824746867,12.613444574,3.216245893,4.708071678,0.001268217,0,1.373590311,0,4.977252326,0.726833842,0,0,0,0.025455954,0.716079077,0,0,0,1.580747189,0,0,0,0,0,0,0,0,0,0.213611426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,33.975735369,1.766054184,6.694620646,5.208046297,7.416912253,9.757211432,8.296108092,3.767354466,2.043418134,0,1.176971184,0,6.484925682,0.120713450,0,0,0,0,1.537286027,0,0,0,1.989394103,0,0,0,0,0,0,0,0,0,2.266204029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-12,46.241725801,0.587440978,6.828436742,6.615310893,3.358537319,11.384550263,4.861311342,0.868202359,0,0,0.676092166,0,4.336793541,0.600046331,0,0,0,0.109423058,0.476954965,0,0,0,2.832193935,0,0,0,0,0,0,0,0,0,2.633225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-13,44.152219098,1.366515020,9.984060630,5.326557056,0.652847200,8.862536832,6.222586678,1.760701000,0,0,1.178423000,0,5.889801999,1.007358273,0,0,0,0,0,0,0,0,1.695711986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-14,43.260060133,6.846011412,6.808305587,8.039402626,2.284698193,8.847505241,7.949221266,0.243335909,0,0,1.474372837,0,3.070053172,0.114055366,0,0,0,0.034106473,0,0,0,0,4.101187043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
