title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2013-02-01,2013-07-31
---------
Day,"[SDSC TRESTLES] XSEDE Utilization (%)","[SDSC GORDON] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[TACC LONESTAR4] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[GATECH KEENELAND] XSEDE Utilization (%)","[TACC STAMPEDE] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[GATECH KIDS] XSEDE Utilization (%)"
2013-07-03,102.276370804,110.263159264,63.112920778,69.573057358,54.738733419,91.559895932,81.382728728,34.962099139,52.843622640,26.234654948,0,3.432480774,0.228503762
2013-07-04,82.950191581,108.887127660,77.333696869,46.191291398,67.889915263,81.853557154,68.687986455,36.427679463,38.452935384,25.868173218,0,1.680565476,0.624913194
2013-07-05,63.146681582,104.477551565,76.745933824,45.636822383,68.121885173,72.682611762,63.674447248,36.503993619,57.845105794,34.187718099,0,0.299163690,0.624913194
2013-07-06,52.725470369,101.117695868,90.744090933,74.041010108,64.622481283,87.636025785,55.790922377,35.024773003,24.961697591,26.100925090,0,4.813397827,0.624903646
2013-07-07,45.959846689,106.044460739,78.867957128,109.546135819,58.434050700,77.073324554,56.445713781,36.187147665,0.528863118,12.892885539,0,1.523303185,0.565591146
2013-07-08,60.739998358,100.291048027,82.372182377,107.881820397,42.410744222,28.691498086,71.493619561,33.749903532,36.876320394,8.922738444,0,3.161027946,0.624901042
2013-07-09,79.229486791,103.190056559,96.055532400,88.846770447,20.583921102,46.803039082,79.797288769,34.798213011,58.334626058,6.762604777,0,0.565569345,0.604393229
2013-07-10,79.993407773,108.946477729,71.671835528,64.808580417,24.799596761,67.669901851,82.771625371,33.915288004,30.006826986,19.077017619,0,6.053295833,0.747632234
2013-07-11,96.046963815,108.962848912,83.160127606,66.734442035,44.603619486,82.311145044,85.539181568,34.917302223,6.371943359,2.067550049,0,3.312573274,0.903291377
2013-07-12,89.120698417,107.606856700,83.838904227,97.275225060,66.329798075,90.317677754,79.395954282,35.309655130,54.134674886,1.119506836,0,1.585105387,1.146197338
2013-07-13,60.148546007,106.276138459,71.447765816,81.809854500,66.561636556,59.149721926,61.321101395,36.465188853,22.271719564,0.544130656,0,4.736244077,0.721783275
2013-07-14,48.590316645,75.382629352,77.668781552,102.286554059,63.056455180,89.833456143,55.492010480,36.771453726,15.567998047,2.749131877,0,5.039192262,0
2013-07-15,69.240451274,89.265663559,84.876282637,76.111825280,73.204123840,19.483094815,64.815264038,34.865405935,36.984185384,9.498313802,0,8.036332024,0.478166088
2013-07-16,95.344166403,102.345393711,93.378985741,68.326196013,63.390882467,72.028501125,59.196785572,34.014503838,49.454210205,4.029057210,0,2.750746994,0.037179398
2013-07-17,116.561724204,104.188213593,96.263989435,67.521304281,43.210255127,94.956264106,67.960457117,37.543011560,82.729808350,2.567889404,0,0.785531577,0.542727720
2013-07-18,94.392097996,98.299332776,95.016527877,76.481550417,66.738642680,94.823481988,72.393086485,36.263359054,31.737729492,10.327668254,0,0.306304554,0.560484086
2013-07-19,98.175807372,96.423588621,92.246313846,107.777725777,68.802996623,84.937048512,82.731010674,35.982210480,34.888038737,9.977832845,0,0.089665030,0.035701100
2013-07-20,78.937839414,104.519158647,91.886420773,89.037351906,67.420021261,44.452559580,74.779142935,36.710232363,49.788130697,1.781336060,0,0.980319077,0.424961516
2013-07-21,72.556441523,90.473424697,89.285752167,146.907932271,56.417706299,67.590168087,56.269902344,38.945693531,18.933612061,1.641492920,0,2.724808393,0.833174190
2013-07-22,92.054274542,88.863024062,93.962195295,76.773332763,59.038153483,69.522749369,35.639237929,38.036965461,59.782407227,4.892650350,0,1.048098214,0.495630787
2013-07-23,82.318058139,104.619296139,97.271711505,101.492001015,59.105871277,29.032131274,15.338030120,39.240515234,58.486463623,10.769901937,0,0.091184673,0.156869792
2013-07-24,90.351422991,106.692966985,75.504164973,88.801179002,62.013043518,21.069014856,80.376335617,37.712065778,33.892134603,9.054167684,0,0.084168006,0.232855903
2013-07-25,129.313747945,89.977312324,63.222477239,86.418367973,64.255104370,64.427951192,74.724025214,37.353768722,42.327121582,5.382459717,0,0.085704375,0.595401620
2013-07-26,118.712364510,99.594601911,95.816206597,91.778605143,62.060244039,75.807169054,73.079628034,37.610896732,69.829390869,3.623864746,0,0.094891845,0.834425926
2013-07-27,76.232277142,99.221580980,95.051039958,75.102588121,59.391267090,93.166474018,56.267764834,34.312763741,59.869412435,2.634869588,0,0.058147827,0.779065394
2013-07-28,53.624809051,69.237060641,80.709341392,71.963889946,47.420712789,84.733103397,54.770875321,36.150991216,8.541802165,3.780341187,0,0.089133274,0.779569444
2013-07-29,89.396238943,80.285464688,88.304676310,104.330859697,47.038578898,81.821351503,62.133248793,35.247547651,21.540545247,3.411851400,0,0.085477500,0.258629919
2013-07-30,111.250167296,104.435071284,93.929545533,86.043666321,57.071352234,16.620067768,27.333051062,35.555523225,34.280897624,6.829684855,0,0.085430804,0
2013-07-31,107.170730395,102.557874450,93.421143737,69.987501793,58.140977173,58.741928958,68.312503581,40.070510393,64.184597575,4.774382324,0,0.096962054,0
---------
