,[100] Number of Jobs Started,[108] Number of Jobs Started,[10] Number of Jobs Started,[114] Number of Jobs Started,[11] Number of Jobs Started,[120] Number of Jobs Started,[126] Number of Jobs Started,[128] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[38] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[52] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[6] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[86] Number of Jobs Started,[8] Number of Jobs Started,[90] Number of Jobs Started,[96] Number of Jobs Started,[99] Number of Jobs Started,[9] Number of Jobs Started
2015-12-19,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,18.0,,0.0,,16.0,,0.0,0.0,3.0
2015-12-20,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,280.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,,0.0,,10.0,,0.0,0.0,2.0
2015-12-21,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,,1.0,,11.0,,0.0,0.0,7.0
2015-12-22,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,816.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,,18.0,,0.0,0.0,6.0
2015-12-23,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.0,,0.0,0.0,6.0
2015-12-24,1.0,,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,943.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,30.0,,0.0,0.0,0.0
2015-12-25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,,0.0,0.0,6.0
2015-12-26,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,,0.0,,14.0,,0.0,0.0,0.0
2015-12-27,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,,0.0,,17.0,,0.0,0.0,1.0
2015-12-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,0.0,,68.0,,0.0,0.0,0.0
2015-12-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,,23.0,,0.0,0.0,1.0
2015-12-30,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,0.0,,25.0,,0.0,0.0,0.0
2015-12-31,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,24.0,,0.0,0.0,1.0
2016-01-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.0,,0.0,0.0,0.0
2016-01-02,0.0,,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10.0,,0.0,0.0,1.0
2016-01-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,1419.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,,0.0,,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,,8.0,,0.0,0.0,0.0
2016-01-04,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,13.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,13.0,,0.0,0.0,0.0
2016-01-05,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,49.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,,11.0,,0.0,0.0,0.0
2016-01-06,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,46.0,9.0,0.0,964.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,19.0,,0.0,0.0,1.0
2016-01-07,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,11.0,8.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,11.0,,0.0,0.0,0.0
2016-01-08,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,17.0,10.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,14.0,,0.0,0.0,2.0
2016-01-09,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,6.0,5.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,16.0,,0.0,0.0,0.0
2016-01-10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,17.0,,0.0,0.0,0.0
2016-01-11,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,,0.0,,17.0,,0.0,0.0,1.0
2016-01-12,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178.0,0.0,,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,,17.0,,0.0,0.0,1.0
2016-01-13,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,16.0,,0.0,0.0,1.0
2016-01-14,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,,20.0,,0.0,0.0,1.0
2016-01-15,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,0.0,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,,0.0,,11.0,,0.0,0.0,0.0
2016-01-16,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,,0.0,,9.0,,0.0,0.0,0.0
2016-01-17,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,,8.0,,0.0,0.0,0.0
2016-01-18,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,,0.0,,6.0,,0.0,0.0,0.0
2016-01-19,0.0,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,,0.0,,7.0,,0.0,0.0,0.0
2016-01-20,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,,0.0,,12.0,,0.0,0.0,1.0
2016-01-21,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,315.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,110.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,,0.0,,12.0,,0.0,0.0,1.0
2016-01-22,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,294.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,,14.0,,0.0,0.0,0.0
2016-01-23,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,201.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,,0.0,,11.0,,0.0,0.0,0.0
2016-01-24,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,118.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,0.0,,12.0,,0.0,0.0,6.0
2016-01-25,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,312.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,,0.0,,0.0,0.0,57.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,,0.0,,22.0,,0.0,0.0,7.0
2016-01-26,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,200.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,,0.0,,17.0,,0.0,0.0,1.0
2016-01-27,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,291.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,,0.0,,22.0,,0.0,0.0,3.0
2016-01-28,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,2.0,8.0,0.0,579.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,0.0,,0.0,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,,0.0,,17.0,,0.0,0.0,1.0
2016-01-29,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,251.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,,0.0,,24.0,,0.0,0.0,1.0
2016-01-30,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,20.0,,0.0,0.0,0.0
2016-01-31,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,0.0,,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,18.0,,0.0,0.0,0.0
2016-02-01,0.0,0.0,8.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,44.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,3.0,,15.0,0.0,0.0,0.0,15.0,0.0,,,0.0
2016-02-02,0.0,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,277.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,7.0,,2.0,0.0,1.0,0.0,19.0,0.0,,,0.0
2016-02-03,0.0,0.0,2.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,,0.0,61.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,3.0,,16.0,0.0,0.0,0.0,13.0,0.0,,,5.0
2016-02-04,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,489.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,0.0,,0.0,40.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,11.0,0.0,0.0,0.0,29.0,0.0,,,0.0
2016-02-05,0.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,567.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,20.0,0.0,0.0,0.0,20.0,0.0,,,0.0
2016-02-06,0.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,5.0,0.0,0.0,0.0,13.0,0.0,,,0.0
2016-02-07,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,3.0,,0.0,0.0,0.0,0.0,13.0,0.0,,,0.0
2016-02-08,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,,,0.0
