,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2011-09-02,,,,0.0,149.0,0.0,,,,0.0,0.0,101.0,,,2526.0,28.0,,,,295.0,,,,0.0,4252.0,4429.0,,5.0,,638.0,,645.0,,49.0,,1600.0,9.0,
2011-09-03,,,,0.0,100.0,0.0,,,,1.0,0.0,60.0,,,2522.0,5.0,,,,283.0,,,,0.0,7542.0,4598.0,,9.0,,636.0,,220.0,,60.0,,1204.0,2.0,
2011-09-04,,,,0.0,71.0,0.0,,,,0.0,0.0,56.0,,,3663.0,15.0,,,,232.0,,,,0.0,5268.0,4140.0,,11.0,,390.0,,708.0,,55.0,,1194.0,1.0,
2011-09-05,,,,0.0,109.0,0.0,,,,0.0,0.0,53.0,,,3257.0,109.0,,,,163.0,,,,10.0,3624.0,3103.0,,8.0,,229.0,,672.0,,44.0,,1429.0,0.0,
2011-09-06,,,,0.0,219.0,0.0,,,,4.0,0.0,51.0,,,1078.0,198.0,,,,264.0,,,,4.0,3338.0,3257.0,,9.0,,500.0,,589.0,,51.0,,1763.0,6.0,
2011-09-07,,,,2.0,259.0,0.0,,,,9.0,0.0,84.0,,,1174.0,106.0,,,,331.0,,,,3.0,2574.0,4663.0,,3.0,,638.0,,631.0,,55.0,,1679.0,5.0,
2011-09-08,,,,0.0,219.0,0.0,,,,16.0,0.0,56.0,,,702.0,24.0,,,,527.0,,,,15.0,2594.0,2674.0,,0.0,,35.0,,571.0,,57.0,,1442.0,9.0,
2011-09-09,,,,0.0,194.0,0.0,,,,1.0,0.0,102.0,,,840.0,27.0,,,,508.0,,,,14.0,5041.0,1368.0,,16.0,,1.0,,277.0,,55.0,,1657.0,20.0,
2011-09-10,,,,0.0,184.0,0.0,,,,0.0,0.0,94.0,,,2140.0,8.0,,,,228.0,,,,3.0,9530.0,3932.0,,17.0,,206.0,,394.0,,62.0,,952.0,7.0,
2011-09-11,,,,3.0,137.0,0.0,,,,0.0,0.0,104.0,,,2601.0,52.0,,,,176.0,,,,0.0,4068.0,5164.0,,0.0,,297.0,,280.0,,41.0,,1072.0,8.0,
2011-09-12,,,,0.0,152.0,0.0,,,,1.0,0.0,81.0,,,1975.0,38.0,,,,570.0,,,,7.0,1492.0,3444.0,,0.0,,858.0,,678.0,,55.0,,1432.0,8.0,
2011-09-13,,,,0.0,127.0,0.0,,,,0.0,0.0,84.0,,,1410.0,43.0,,,,608.0,,,,76.0,2179.0,6296.0,,0.0,,770.0,,896.0,,82.0,,1951.0,8.0,
2011-09-14,,,,0.0,112.0,0.0,,,,0.0,0.0,71.0,,,1905.0,22.0,,,,423.0,,,,3.0,3037.0,3479.0,,0.0,,607.0,,660.0,,119.0,,1566.0,5.0,
2011-09-15,,,,0.0,173.0,0.0,,,,1.0,0.0,107.0,,,2856.0,117.0,,,,338.0,,,,1.0,4086.0,5688.0,,0.0,,638.0,,589.0,,107.0,,2032.0,6.0,
2011-09-16,,,,0.0,63.0,0.0,,,,10.0,0.0,74.0,,,2409.0,18.0,,,,336.0,,,,0.0,4849.0,5851.0,,0.0,,636.0,,546.0,,83.0,,1601.0,0.0,
2011-09-17,,,,0.0,31.0,0.0,,,,0.0,0.0,62.0,,,1552.0,6.0,,,,287.0,,,,0.0,5048.0,6587.0,,0.0,,372.0,,400.0,,89.0,,1404.0,2.0,
2011-09-18,,,,0.0,28.0,0.0,,,,0.0,0.0,60.0,,,4498.0,10.0,,,,227.0,,,,0.0,4941.0,10710.0,,0.0,,150.0,,48.0,,87.0,,1036.0,7.0,
2011-09-19,,,,0.0,38.0,0.0,,,,0.0,0.0,61.0,,,3281.0,33.0,,,,408.0,,,,0.0,5114.0,15480.0,,0.0,,140.0,,147.0,,69.0,,1509.0,10.0,
2011-09-20,,,,0.0,36.0,0.0,,,,2.0,5.0,57.0,,,1830.0,64.0,,,,254.0,,,,0.0,4550.0,13210.0,,1.0,,530.0,,22.0,,70.0,,1705.0,9.0,
2011-09-21,,,,0.0,75.0,0.0,,,,7.0,2.0,33.0,,,1793.0,92.0,,,,295.0,,,,0.0,5296.0,13350.0,,0.0,,610.0,,0.0,,56.0,,1143.0,5.0,
2011-09-22,,,,0.0,84.0,0.0,,,,4.0,24.0,61.0,,,2007.0,57.0,,,,255.0,,,,0.0,6433.0,3678.0,,0.0,,632.0,,384.0,,72.0,,1385.0,9.0,
2011-09-23,,,,0.0,69.0,0.0,,,,11.0,30.0,53.0,,,2142.0,63.0,,,,272.0,,,,0.0,9800.0,2010.0,,0.0,,596.0,,630.0,,50.0,,1384.0,6.0,
2011-09-24,,,,0.0,39.0,0.0,,,,0.0,1.0,44.0,,,979.0,25.0,,,,235.0,,,,0.0,7954.0,600.0,,0.0,,333.0,,472.0,,54.0,,1153.0,6.0,
2011-09-25,,,,0.0,31.0,0.0,,,,0.0,0.0,42.0,,,1933.0,19.0,,,,189.0,,,,0.0,8165.0,673.0,,0.0,,514.0,,269.0,,46.0,,995.0,12.0,
2011-09-26,,,,0.0,70.0,0.0,,,,0.0,36.0,55.0,,,3666.0,6.0,,,,313.0,,,,14.0,4422.0,1621.0,,0.0,,636.0,,518.0,,51.0,,1371.0,4.0,
2011-09-27,,,,0.0,60.0,0.0,,,,0.0,28.0,112.0,,,1480.0,94.0,,,,332.0,,,,6.0,7221.0,555.0,,0.0,,750.0,,621.0,,61.0,,1688.0,3.0,
2011-09-28,,,,0.0,82.0,0.0,,,,0.0,21.0,92.0,,,2164.0,234.0,,,,258.0,,,,16.0,5459.0,1642.0,,0.0,,502.0,,843.0,,52.0,,1647.0,1.0,
2011-09-29,,,,0.0,56.0,0.0,,,,0.0,71.0,33.0,,,308.0,218.0,,,,301.0,,,,13.0,3342.0,11321.0,,0.0,,659.0,,560.0,,39.0,,1473.0,13.0,
2011-09-30,,,,0.0,20.0,0.0,,,,0.0,62.0,145.0,,,929.0,116.0,,,,631.0,,,,5.0,4432.0,22961.0,,0.0,,501.0,,899.0,,44.0,,1527.0,8.0,
2011-10-01,,,,0.0,9.0,0.0,,,,0.0,16.0,38.0,,,991.0,9.0,,,,264.0,,,,13.0,7324.0,11717.0,,0.0,,329.0,,596.0,,13.0,,723.0,1.0,
2011-10-02,,,,0.0,27.0,0.0,,,,0.0,71.0,34.0,,,992.0,12.0,,,,470.0,,,,13.0,5664.0,39115.0,,0.0,,458.0,,441.0,,2.0,,1103.0,17.0,
2011-10-03,,,,0.0,15.0,0.0,,,,0.0,163.0,32.0,,,2143.0,35.0,,,,195.0,,,,16.0,4047.0,21967.0,,1.0,,660.0,,259.0,,8.0,,1088.0,3.0,
2011-10-04,,,,0.0,32.0,0.0,,,,0.0,74.0,42.0,,,2597.0,118.0,,,,107.0,,,,17.0,4826.0,19849.0,,0.0,,800.0,,17.0,,5.0,,417.0,0.0,
2011-10-05,,,,0.0,18.0,0.0,,,,0.0,19.0,60.0,,,2290.0,105.0,,,,759.0,,,,18.0,8632.0,37576.0,,0.0,,422.0,,162.0,,14.0,,1582.0,7.0,
2011-10-06,,,,0.0,21.0,0.0,,,,0.0,28.0,25.0,,,1836.0,93.0,,,,389.0,,,,14.0,6025.0,21207.0,,1.0,,399.0,,406.0,,11.0,,1530.0,6.0,
2011-10-07,,,,0.0,21.0,0.0,,,,0.0,20.0,27.0,,,1911.0,244.0,,,,297.0,,,,0.0,3496.0,20953.0,,1.0,,608.0,,449.0,,6.0,,1486.0,2.0,
2011-10-08,,,,0.0,6.0,0.0,,,,0.0,2.0,15.0,,,1484.0,7.0,,,,306.0,,,,0.0,7680.0,17579.0,,0.0,,1602.0,,294.0,,7.0,,1292.0,1.0,
2011-10-09,,,,0.0,1.0,0.0,,,,0.0,0.0,13.0,,,2486.0,184.0,,,,369.0,,,,0.0,10273.0,11684.0,,0.0,,1145.0,,90.0,,2.0,,1291.0,3.0,
2011-10-10,,,,0.0,2.0,0.0,,,,0.0,1.0,13.0,,,2187.0,140.0,,,,158.0,,,,23.0,9699.0,8669.0,,0.0,,306.0,,254.0,,5.0,,1517.0,15.0,
2011-10-11,,,,0.0,9.0,0.0,,,,0.0,3.0,72.0,,,2234.0,20.0,,,,0.0,,,,0.0,7180.0,6263.0,,0.0,,407.0,,0.0,,19.0,,1296.0,14.0,
2011-10-12,,,,0.0,11.0,0.0,,,,0.0,43.0,6.0,,,2542.0,98.0,,,,545.0,,,,0.0,5870.0,9643.0,,1.0,,842.0,,10.0,,13.0,,1534.0,6.0,
2011-10-13,,,,0.0,31.0,0.0,,,,0.0,55.0,40.0,,,1498.0,104.0,,,,635.0,,,,0.0,3901.0,12805.0,,0.0,,952.0,,168.0,,57.0,,2067.0,3.0,
2011-10-14,,,,0.0,9.0,0.0,,,,0.0,74.0,8.0,,,811.0,14.0,,,,1174.0,,,,0.0,2416.0,14519.0,,0.0,,912.0,,574.0,,14.0,,1689.0,11.0,
2011-10-15,,,,0.0,11.0,0.0,,,,0.0,52.0,13.0,,,751.0,12.0,,,,288.0,,,,0.0,6621.0,10114.0,,0.0,,689.0,,386.0,,5.0,,1518.0,2.0,
2011-10-16,,,,0.0,4.0,0.0,,,,0.0,76.0,10.0,,,1952.0,8.0,,,,192.0,,,,0.0,12405.0,12855.0,,0.0,,316.0,,261.0,,4.0,,1074.0,1.0,
2011-10-17,,,,0.0,12.0,0.0,,,,0.0,107.0,7.0,,,2060.0,10.0,,,,259.0,,,,0.0,11422.0,35000.0,,0.0,,436.0,,7.0,,11.0,,1478.0,8.0,
2011-10-18,,,,0.0,17.0,0.0,,,,0.0,60.0,0.0,,,1439.0,106.0,,,,412.0,,,,0.0,2961.0,39338.0,,0.0,,130.0,,115.0,,35.0,,754.0,4.0,
2011-10-19,,,,0.0,4.0,0.0,,,,0.0,56.0,0.0,,,1902.0,20.0,,,,560.0,,,,1.0,601.0,38569.0,,0.0,,504.0,,392.0,,17.0,,1217.0,7.0,
2011-10-20,,,,0.0,0.0,0.0,,,,0.0,68.0,0.0,,,1340.0,11.0,,,,617.0,,,,0.0,2730.0,3557.0,,0.0,,552.0,,193.0,,24.0,,1264.0,10.0,
2011-10-21,,,,0.0,3.0,0.0,,,,0.0,64.0,0.0,,,1771.0,39.0,,,,498.0,,,,0.0,14964.0,3959.0,,0.0,,752.0,,525.0,,30.0,,818.0,1.0,
2011-10-22,,,,0.0,2.0,0.0,,,,0.0,70.0,0.0,,,1665.0,20.0,,,,296.0,,,,0.0,10189.0,6449.0,,0.0,,417.0,,206.0,,18.0,,916.0,0.0,
2011-10-23,,,,0.0,1.0,0.0,,,,0.0,91.0,0.0,,,1437.0,22.0,,,,138.0,,,,0.0,1969.0,10034.0,,0.0,,417.0,,186.0,,25.0,,860.0,2.0,
2011-10-24,,,,0.0,10.0,0.0,,,,0.0,55.0,0.0,,,2257.0,152.0,,,,183.0,,,,2.0,3849.0,13291.0,,1.0,,927.0,,552.0,,16.0,,1416.0,10.0,
2011-10-25,,,,0.0,23.0,0.0,,,,0.0,96.0,0.0,,,1827.0,104.0,,,,262.0,,,,2.0,7625.0,7136.0,,0.0,,1128.0,,453.0,,30.0,,1233.0,3.0,
2011-10-26,,,,0.0,29.0,0.0,,,,0.0,61.0,0.0,,,1460.0,112.0,,,,429.0,,,,1.0,5411.0,13831.0,,3.0,,629.0,,29.0,,8.0,,1549.0,5.0,
2011-10-27,,,,0.0,54.0,0.0,,,,0.0,60.0,0.0,,,1389.0,28.0,,,,437.0,,,,0.0,8959.0,9976.0,,3.0,,949.0,,213.0,,9.0,,1543.0,1.0,
2011-10-28,,,,0.0,32.0,0.0,,,,0.0,74.0,0.0,,,1623.0,33.0,,,,370.0,,,,0.0,2509.0,11552.0,,9.0,,691.0,,642.0,,7.0,,1689.0,5.0,
2011-10-29,,,,0.0,15.0,0.0,,,,0.0,55.0,0.0,,,1922.0,7.0,,,,220.0,,,,0.0,2549.0,10162.0,,3.0,,506.0,,426.0,,5.0,,1179.0,5.0,
2011-10-30,,,,0.0,18.0,0.0,,,,0.0,115.0,0.0,,,2398.0,24.0,,,,247.0,,,,0.0,3378.0,7936.0,,2.0,,549.0,,541.0,,3.0,,2796.0,0.0,
2011-10-31,,,,0.0,33.0,0.0,,,,0.0,137.0,0.0,,,2233.0,0.0,,,,437.0,,,,0.0,3289.0,9063.0,,5.0,,801.0,,678.0,,7.0,,3422.0,6.0,
2011-11-01,,,,0.0,32.0,0.0,,,,0.0,90.0,0.0,,,2689.0,179.0,,,,345.0,,,,0.0,2503.0,5724.0,,1.0,,845.0,,78.0,,9.0,,2604.0,9.0,
2011-11-02,,,,0.0,18.0,0.0,,,,0.0,191.0,0.0,,,2270.0,155.0,,,,202.0,,,,0.0,2430.0,8270.0,,0.0,,1035.0,,192.0,,7.0,,1697.0,8.0,
2011-11-03,,,,0.0,0.0,0.0,,,,0.0,54.0,0.0,,,2278.0,35.0,,,,475.0,,,,0.0,3792.0,7831.0,,0.0,,885.0,,544.0,,4.0,,1479.0,20.0,
2011-11-04,,,,0.0,11.0,0.0,,,,0.0,142.0,0.0,,,2363.0,161.0,,,,437.0,,,,0.0,3132.0,5700.0,,0.0,,877.0,,543.0,,13.0,,1217.0,3.0,
2011-11-05,,,,0.0,10.0,0.0,,,,0.0,86.0,0.0,,,2500.0,23.0,,,,183.0,,,,0.0,1412.0,7896.0,,1.0,,399.0,,382.0,,7.0,,1094.0,5.0,
2011-11-06,,,,0.0,10.0,0.0,,,,0.0,55.0,0.0,,,1251.0,19.0,,,,192.0,,,,0.0,4452.0,9401.0,,0.0,,157.0,,424.0,,10.0,,1450.0,4.0,
2011-11-07,,,,0.0,4.0,0.0,,,,0.0,107.0,0.0,,,491.0,15.0,,,,478.0,,,,0.0,4992.0,10112.0,,3.0,,611.0,,399.0,,27.0,,751.0,6.0,
2011-11-08,,,,0.0,14.0,0.0,,,,0.0,85.0,0.0,,,922.0,51.0,,,,455.0,,,,0.0,5018.0,4909.0,,9.0,,1186.0,,172.0,,27.0,,1559.0,4.0,
2011-11-09,,,,0.0,12.0,0.0,,,,0.0,79.0,0.0,,,2121.0,39.0,,,,253.0,,,,0.0,1621.0,4868.0,,7.0,,814.0,,619.0,,37.0,,1650.0,9.0,
2011-11-10,,,,0.0,11.0,0.0,,,,0.0,57.0,0.0,,,889.0,38.0,,,,350.0,,,,0.0,462.0,4676.0,,0.0,,875.0,,175.0,,46.0,,1620.0,6.0,
2011-11-11,,,,0.0,12.0,0.0,,,,0.0,63.0,0.0,,,2785.0,37.0,,,,500.0,,,,0.0,347.0,6597.0,,0.0,,1066.0,,456.0,,51.0,,1761.0,3.0,
2011-11-12,,,,0.0,11.0,0.0,,,,0.0,45.0,0.0,,,1951.0,30.0,,,,389.0,,,,0.0,2128.0,6511.0,,0.0,,548.0,,488.0,,15.0,,1379.0,6.0,
2011-11-13,,,,0.0,11.0,0.0,,,,0.0,187.0,0.0,,,2414.0,33.0,,,,337.0,,,,0.0,3466.0,6974.0,,0.0,,562.0,,364.0,,11.0,,1491.0,1.0,
2011-11-14,,,,0.0,22.0,0.0,,,,0.0,41.0,0.0,,,2198.0,37.0,,,,493.0,,,,0.0,3723.0,5710.0,,0.0,,692.0,,214.0,,7.0,,1843.0,1.0,
2011-11-15,,,,0.0,44.0,0.0,,,,0.0,26.0,0.0,,,2233.0,65.0,,,,717.0,,,,0.0,6811.0,7310.0,,0.0,,650.0,,613.0,,17.0,,1615.0,6.0,
2011-11-16,,,,0.0,21.0,0.0,,,,0.0,30.0,0.0,,,2192.0,40.0,,,,722.0,,,,0.0,5738.0,6670.0,,0.0,,899.0,,514.0,,10.0,,1627.0,4.0,
2011-11-17,,,,0.0,13.0,0.0,,,,0.0,73.0,0.0,,,1360.0,46.0,,,,395.0,,,,0.0,8189.0,5298.0,,5.0,,1765.0,,477.0,,12.0,,1509.0,5.0,
2011-11-18,,,,0.0,19.0,0.0,,,,0.0,74.0,0.0,,,1073.0,56.0,,,,189.0,,,,0.0,11751.0,3136.0,,10.0,,1961.0,,12.0,,6.0,,916.0,4.0,
2011-11-19,,,,0.0,23.0,0.0,,,,0.0,55.0,0.0,,,1350.0,127.0,,,,44.0,,,,0.0,4348.0,4412.0,,1.0,,1073.0,,168.0,,2.0,,1240.0,2.0,
2011-11-20,,,,0.0,35.0,0.0,,,,0.0,57.0,0.0,,,1206.0,75.0,,,,38.0,,,,0.0,5939.0,3466.0,,0.0,,1276.0,,362.0,,1.0,,1166.0,2.0,
2011-11-21,,,,0.0,33.0,0.0,,,,0.0,60.0,0.0,,,1267.0,169.0,,,,244.0,,,,0.0,18367.0,4455.0,,0.0,,2091.0,,347.0,,20.0,,1159.0,3.0,
2011-11-22,,,,0.0,18.0,0.0,,,,0.0,93.0,0.0,,,1286.0,46.0,,,,234.0,,,,0.0,46731.0,7904.0,,0.0,,2027.0,,511.0,,76.0,,1280.0,2.0,
2011-11-23,,,,0.0,10.0,0.0,,,,0.0,65.0,0.0,,,1319.0,65.0,,,,273.0,,,,0.0,53884.0,4808.0,,0.0,,1977.0,,459.0,,27.0,,1377.0,0.0,
2011-11-24,,,,0.0,12.0,0.0,,,,0.0,48.0,0.0,,,480.0,61.0,,,,177.0,,,,0.0,55114.0,4468.0,,0.0,,1715.0,,304.0,,2.0,,1264.0,0.0,
2011-11-25,,,,0.0,12.0,0.0,,,,0.0,76.0,0.0,,,674.0,24.0,,,,135.0,,,,0.0,43432.0,11025.0,,0.0,,2246.0,,5.0,,3.0,,969.0,0.0,
2011-11-26,,,,0.0,8.0,0.0,,,,0.0,91.0,0.0,,,918.0,124.0,,,,72.0,,,,0.0,43438.0,10807.0,,0.0,,2091.0,,125.0,,2.0,,1100.0,2.0,
2011-11-27,,,,0.0,18.0,0.0,,,,0.0,28.0,0.0,,,1470.0,122.0,,,,213.0,,,,0.0,36374.0,3039.0,,0.0,,2627.0,,358.0,,3.0,,668.0,19.0,
2011-11-28,,,,0.0,27.0,0.0,,,,0.0,61.0,0.0,,,1566.0,284.0,,,,392.0,,,,0.0,19072.0,4612.0,,0.0,,2404.0,,354.0,,9.0,,703.0,6.0,
2011-11-29,,,,0.0,26.0,0.0,,,,0.0,103.0,0.0,,,1411.0,261.0,,,,209.0,,,,0.0,667.0,4186.0,,0.0,,2452.0,,295.0,,30.0,,748.0,1.0,
2011-11-30,,,,0.0,22.0,0.0,,,,0.0,86.0,0.0,,,1379.0,146.0,,,,287.0,,,,0.0,1035.0,10597.0,,0.0,,2442.0,,0.0,,22.0,,1515.0,4.0,
2011-12-01,,,,0.0,21.0,0.0,,,,0.0,58.0,0.0,,,1528.0,329.0,,,,701.0,,,,0.0,33.0,9265.0,,1.0,,2319.0,,149.0,,48.0,,1196.0,2.0,
2011-12-02,,,,0.0,20.0,0.0,,,,0.0,194.0,0.0,,,1429.0,166.0,,,,648.0,,,,0.0,51.0,7555.0,,30.0,,2096.0,,676.0,,7.0,,1162.0,3.0,
2011-12-03,,,,0.0,49.0,0.0,,,,0.0,61.0,0.0,,,1495.0,115.0,,,,259.0,,,,0.0,27.0,5329.0,,16.0,,1877.0,,560.0,,8.0,,1182.0,0.0,
2011-12-04,,,,0.0,46.0,0.0,,,,0.0,38.0,0.0,,,1756.0,210.0,,,,338.0,,,,0.0,26.0,3298.0,,0.0,,1713.0,,2.0,,6.0,,737.0,0.0,
2011-12-05,,,,0.0,31.0,0.0,,,,0.0,68.0,0.0,,,1805.0,250.0,,,,577.0,,,,0.0,1739.0,7359.0,,0.0,,2070.0,,66.0,,21.0,,1172.0,0.0,
2011-12-06,,,,0.0,24.0,0.0,,,,0.0,87.0,0.0,,,2884.0,112.0,,,,455.0,,,,0.0,4571.0,3760.0,,4.0,,2139.0,,527.0,,62.0,,1071.0,2.0,
2011-12-07,,,,0.0,28.0,0.0,,,,0.0,89.0,0.0,,,2597.0,75.0,,,,183.0,,,,0.0,3189.0,4405.0,,0.0,,2088.0,,424.0,,48.0,,1545.0,1.0,
2011-12-08,,,,0.0,15.0,0.0,,,,0.0,19.0,0.0,,,1040.0,29.0,,,,483.0,,,,0.0,32.0,5366.0,,4.0,,1393.0,,412.0,,9.0,,1114.0,1.0,
2011-12-09,,,,0.0,13.0,0.0,,,,0.0,67.0,0.0,,,1871.0,47.0,,,,471.0,,,,0.0,26.0,4893.0,,0.0,,785.0,,203.0,,2.0,,1396.0,1.0,
2011-12-10,,,,0.0,7.0,0.0,,,,0.0,51.0,0.0,,,1165.0,38.0,,,,461.0,,,,0.0,26.0,2550.0,,4.0,,816.0,,744.0,,0.0,,1547.0,0.0,
2011-12-11,,,,0.0,4.0,0.0,,,,0.0,51.0,0.0,,,1727.0,57.0,,,,381.0,,,,0.0,25.0,4491.0,,12.0,,533.0,,526.0,,4.0,,1342.0,2.0,
2011-12-12,,,,0.0,11.0,0.0,,,,0.0,79.0,0.0,,,1971.0,40.0,,,,383.0,,,,0.0,25.0,10388.0,,10.0,,706.0,,514.0,,19.0,,1113.0,3.0,
2011-12-13,,,,0.0,2.0,0.0,,,,0.0,55.0,0.0,,,1524.0,80.0,,,,344.0,,,,0.0,25.0,9001.0,,7.0,,762.0,,167.0,,66.0,,1157.0,1.0,
2011-12-14,,,,0.0,44.0,0.0,,,,0.0,102.0,0.0,,,2237.0,157.0,,,,413.0,,,,0.0,25.0,7570.0,,4.0,,1163.0,,603.0,,72.0,,1258.0,5.0,
2011-12-15,,,,0.0,15.0,0.0,,,,0.0,48.0,0.0,,,1571.0,206.0,,,,181.0,,,,0.0,29.0,6850.0,,1.0,,1203.0,,691.0,,49.0,,1076.0,5.0,
2011-12-16,,,,0.0,2.0,0.0,,,,0.0,51.0,0.0,,,2023.0,212.0,,,,206.0,,,,0.0,158.0,5544.0,,0.0,,984.0,,908.0,,19.0,,1186.0,3.0,
2011-12-17,,,,0.0,0.0,0.0,,,,0.0,24.0,0.0,,,1529.0,989.0,,,,122.0,,,,0.0,25.0,6848.0,,0.0,,1133.0,,438.0,,3.0,,946.0,0.0,
2011-12-18,,,,0.0,0.0,0.0,,,,0.0,14.0,0.0,,,1439.0,684.0,,,,107.0,,,,0.0,28.0,6765.0,,0.0,,656.0,,395.0,,121.0,,860.0,3.0,
2011-12-19,,,,0.0,11.0,0.0,,,,0.0,53.0,0.0,,,2582.0,276.0,,,,177.0,,,,0.0,58.0,4943.0,,0.0,,796.0,,693.0,,364.0,,1137.0,10.0,
2011-12-20,,,,0.0,5.0,0.0,,,,0.0,117.0,0.0,,,2020.0,106.0,,,,174.0,,,,0.0,123.0,10893.0,,0.0,,626.0,,585.0,,116.0,,1462.0,19.0,
2011-12-21,,,,0.0,20.0,0.0,,,,0.0,23.0,0.0,,,1937.0,22.0,,,,126.0,,,,0.0,69.0,2999.0,,0.0,,675.0,,520.0,,125.0,,1242.0,41.0,
2011-12-22,,,,0.0,10.0,0.0,,,,0.0,33.0,0.0,,,615.0,75.0,,,,97.0,,,,0.0,44.0,1962.0,,0.0,,176.0,,119.0,,178.0,,1209.0,44.0,
2011-12-23,,,,0.0,10.0,0.0,,,,0.0,94.0,0.0,,,701.0,115.0,,,,96.0,,,,0.0,25.0,2883.0,,0.0,,447.0,,349.0,,18.0,,1039.0,61.0,
2011-12-24,,,,0.0,11.0,0.0,,,,0.0,68.0,0.0,,,672.0,293.0,,,,86.0,,,,0.0,45.0,2820.0,,0.0,,266.0,,111.0,,6.0,,866.0,41.0,
2011-12-25,,,,0.0,8.0,0.0,,,,0.0,47.0,0.0,,,1001.0,313.0,,,,67.0,,,,0.0,25.0,2072.0,,0.0,,235.0,,298.0,,0.0,,805.0,0.0,
2011-12-26,,,,0.0,2.0,0.0,,,,0.0,53.0,0.0,,,896.0,194.0,,,,140.0,,,,0.0,25.0,1921.0,,0.0,,1099.0,,455.0,,0.0,,958.0,0.0,
2011-12-27,,,,0.0,2.0,0.0,,,,0.0,26.0,0.0,,,882.0,289.0,,,,160.0,,,,0.0,24.0,1829.0,,0.0,,681.0,,732.0,,0.0,,1336.0,0.0,
2011-12-28,,,,0.0,7.0,0.0,,,,0.0,44.0,0.0,,,1198.0,358.0,,,,155.0,,,,0.0,48.0,4794.0,,0.0,,846.0,,434.0,,0.0,,1680.0,0.0,
2011-12-29,,,,0.0,10.0,0.0,,,,0.0,24.0,0.0,,,1419.0,246.0,,,,144.0,,,,0.0,29.0,2186.0,,0.0,,2019.0,,664.0,,4.0,,931.0,43.0,
2011-12-30,,,,0.0,35.0,0.0,,,,0.0,36.0,0.0,,,965.0,146.0,,,,72.0,,,,0.0,2325.0,965.0,,0.0,,2899.0,,736.0,,16.0,,1149.0,20.0,
2011-12-31,,,,0.0,3.0,0.0,,,,0.0,31.0,0.0,,,2756.0,298.0,,,,155.0,,,,0.0,24.0,1188.0,,0.0,,2744.0,,475.0,,2.0,,864.0,0.0,
2012-01-01,,,,0.0,0.0,0.0,,,,0.0,9.0,0.0,,,1571.0,54.0,,,,91.0,,,,0.0,24.0,1857.0,,0.0,,2810.0,,494.0,,1.0,,888.0,0.0,
2012-01-02,,,,0.0,35.0,0.0,,,,0.0,12.0,0.0,,,4426.0,117.0,,,,83.0,,,,0.0,675.0,2449.0,,0.0,,3364.0,,640.0,,1.0,,782.0,0.0,
2012-01-03,,,,0.0,7.0,0.0,,,,0.0,57.0,0.0,,,4954.0,174.0,,,,94.0,,,,0.0,252.0,1368.0,,0.0,,3509.0,,499.0,,116.0,,60.0,0.0,
2012-01-04,,,,0.0,40.0,0.0,,,,0.0,50.0,0.0,,,3565.0,92.0,,,,183.0,,,,0.0,40.0,1428.0,,0.0,,3592.0,,14.0,,42.0,,0.0,0.0,
2012-01-05,,,,0.0,75.0,0.0,,,,0.0,41.0,0.0,,,1083.0,173.0,,,,201.0,,,,0.0,224.0,1392.0,,3.0,,3821.0,,225.0,,30.0,,750.0,0.0,
2012-01-06,,,,0.0,114.0,0.0,,,,0.0,58.0,0.0,,,5601.0,67.0,,,,220.0,,,,0.0,49.0,1975.0,,0.0,,3641.0,,681.0,,43.0,,1156.0,2.0,
2012-01-07,,,,0.0,24.0,0.0,,,,0.0,17.0,0.0,,,4679.0,248.0,,,,212.0,,,,0.0,4671.0,963.0,,3.0,,3171.0,,345.0,,146.0,,1073.0,0.0,
