,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2011-05-03,,,,188.0,313.0,44.0,0.0,,,403.0,,486.0,2491.0,,1208.0,27.0,39.0,,,179.0,,,,185.0,7646.0,2648.0,,0.0,,1287.0,,165.0,,110.0,,1067.0,3.0,
2011-05-04,,,,565.0,350.0,28.0,0.0,,,438.0,,957.0,2337.0,,1748.0,47.0,11.0,,,140.0,,,,77.0,7057.0,8040.0,,9.0,,860.0,,272.0,,113.0,,1313.0,16.0,
2011-05-05,,,,142.0,372.0,24.0,0.0,,,437.0,,137.0,2476.0,,847.0,49.0,0.0,,,140.0,,,,145.0,6014.0,16737.0,,14.0,,705.0,,360.0,,107.0,,1485.0,6.0,
2011-05-06,,,,134.0,391.0,11.0,0.0,,,734.0,,237.0,4095.0,,547.0,130.0,13.0,,,184.0,,,,127.0,226.0,36856.0,,31.0,,893.0,,405.0,,79.0,,1027.0,4.0,
2011-05-07,,,,111.0,279.0,9.0,0.0,,,980.0,,86.0,2608.0,,663.0,12.0,40.0,,,92.0,,,,90.0,204.0,18179.0,,1.0,,1398.0,,461.0,,118.0,,1298.0,3.0,
2011-05-08,,,,92.0,247.0,9.0,0.0,,,1436.0,,219.0,2105.0,,1264.0,25.0,46.0,,,52.0,,,,114.0,204.0,24308.0,,0.0,,739.0,,573.0,,116.0,,1714.0,1.0,
2011-05-09,,,,297.0,317.0,24.0,0.0,,,839.0,,487.0,2143.0,,2131.0,16.0,46.0,,,98.0,,,,83.0,204.0,57635.0,,6.0,,385.0,,1103.0,,114.0,,1356.0,24.0,
2011-05-10,,,,623.0,364.0,95.0,0.0,,,1267.0,,553.0,2562.0,,1398.0,32.0,51.0,,,441.0,,,,97.0,204.0,15156.0,,16.0,,735.0,,778.0,,83.0,,1203.0,15.0,
2011-05-11,,,,507.0,429.0,111.0,0.0,,,450.0,,631.0,3013.0,,2193.0,38.0,48.0,,,138.0,,,,131.0,204.0,34735.0,,6.0,,700.0,,1150.0,,116.0,,1250.0,10.0,
2011-05-12,,,,104.0,392.0,15.0,0.0,,,405.0,,168.0,2499.0,,721.0,62.0,49.0,,,422.0,,,,179.0,461.0,45747.0,,5.0,,723.0,,1113.0,,131.0,,1560.0,6.0,
2011-05-13,,,,352.0,305.0,31.0,0.0,,,432.0,,176.0,547.0,,226.0,24.0,50.0,,,304.0,,,,262.0,3405.0,23925.0,,1.0,,1009.0,,960.0,,122.0,,1337.0,6.0,
2011-05-14,,,,92.0,548.0,46.0,0.0,,,719.0,,128.0,324.0,,866.0,16.0,47.0,,,625.0,,,,199.0,6937.0,25281.0,,0.0,,1458.0,,334.0,,108.0,,1201.0,1.0,
2011-05-15,,,,147.0,242.0,49.0,0.0,,,660.0,,186.0,2298.0,,2441.0,13.0,48.0,,,356.0,,,,227.0,6925.0,24017.0,,0.0,,522.0,,325.0,,117.0,,1215.0,1.0,
2011-05-16,,,,100.0,232.0,25.0,0.0,,,401.0,,147.0,2375.0,,2504.0,49.0,49.0,,,161.0,,,,166.0,717.0,20720.0,,16.0,,439.0,,730.0,,124.0,,1475.0,9.0,
2011-05-17,,,,337.0,223.0,6.0,0.0,,,715.0,,203.0,2659.0,,1970.0,83.0,3983.0,,,147.0,,,,152.0,3069.0,13232.0,,29.0,,594.0,,1113.0,,130.0,,1086.0,22.0,
2011-05-18,,,,429.0,179.0,15.0,0.0,,,381.0,,148.0,2548.0,,2024.0,28.0,3028.0,,,109.0,,,,105.0,196.0,10363.0,,17.0,,566.0,,629.0,,144.0,,1368.0,20.0,
2011-05-19,,,,93.0,415.0,33.0,0.0,,,385.0,,128.0,2834.0,,1740.0,63.0,35.0,,,121.0,,,,73.0,1210.0,3082.0,,9.0,,466.0,,886.0,,129.0,,1068.0,10.0,
2011-05-20,,,,126.0,336.0,47.0,0.0,,,661.0,,116.0,673.0,,1482.0,237.0,45.0,,,144.0,,,,169.0,1558.0,12608.0,,8.0,,647.0,,430.0,,140.0,,915.0,15.0,
2011-05-21,,,,95.0,446.0,55.0,0.0,,,761.0,,109.0,266.0,,1453.0,25.0,50.0,,,120.0,,,,113.0,397.0,15023.0,,6.0,,465.0,,232.0,,123.0,,951.0,15.0,
2011-05-22,,,,73.0,291.0,33.0,0.0,,,429.0,,111.0,2263.0,,1296.0,13.0,50.0,,,110.0,,,,83.0,204.0,13149.0,,1.0,,363.0,,526.0,,99.0,,1160.0,0.0,
2011-05-23,,,,145.0,465.0,54.0,0.0,,,679.0,,109.0,2508.0,,1615.0,22.0,48.0,,,107.0,,,,70.0,204.0,8723.0,,0.0,,55.0,,624.0,,94.0,,1253.0,22.0,
2011-05-24,,,,215.0,503.0,43.0,0.0,,,426.0,,91.0,2351.0,,1511.0,19.0,49.0,,,14.0,,,,16.0,237.0,5521.0,,12.0,,1310.0,,152.0,,134.0,,1607.0,29.0,
2011-05-25,,,,116.0,291.0,38.0,0.0,,,496.0,,87.0,2571.0,,1582.0,33.0,44.0,,,56.0,,,,29.0,222.0,5161.0,,28.0,,4461.0,,321.0,,140.0,,1663.0,22.0,
2011-05-26,,,,79.0,296.0,41.0,0.0,,,388.0,,98.0,2368.0,,565.0,64.0,54.0,,,129.0,,,,118.0,217.0,7651.0,,13.0,,3597.0,,217.0,,124.0,,1588.0,5.0,
2011-05-27,,,,91.0,525.0,25.0,0.0,,,463.0,,93.0,2798.0,,1344.0,51.0,48.0,,,198.0,,,,81.0,208.0,9012.0,,19.0,,5505.0,,598.0,,119.0,,1289.0,1.0,
2011-05-28,,,,5.0,279.0,23.0,0.0,,,355.0,,147.0,542.0,,2042.0,54.0,46.0,,,92.0,,,,91.0,204.0,11818.0,,21.0,,4509.0,,390.0,,92.0,,928.0,0.0,
2011-05-29,,,,7.0,252.0,6.0,0.0,,,411.0,,120.0,2444.0,,4026.0,64.0,42.0,,,85.0,,,,100.0,219.0,5739.0,,0.0,,2809.0,,478.0,,36.0,,1020.0,3.0,
2011-05-30,,,,35.0,78.0,0.0,0.0,,,989.0,,136.0,2611.0,,4669.0,96.0,50.0,,,98.0,,,,164.0,414.0,14159.0,,0.0,,3992.0,,660.0,,55.0,,1035.0,2.0,
2011-05-31,,,,74.0,456.0,18.0,0.0,,,481.0,,159.0,2720.0,,2128.0,110.0,49.0,,,129.0,,,,145.0,543.0,15163.0,,7.0,,1905.0,,551.0,,106.0,,1018.0,6.0,
2011-06-01,,,,35.0,457.0,28.0,0.0,,,475.0,,140.0,2729.0,,1462.0,99.0,49.0,,,128.0,,,,125.0,1671.0,15233.0,,3.0,,469.0,,661.0,,105.0,,1122.0,2.0,
2011-06-02,,,,17.0,590.0,10.0,0.0,,,662.0,,137.0,2480.0,,255.0,64.0,40.0,,,187.0,,,,210.0,3492.0,13701.0,,0.0,,556.0,,666.0,,107.0,,1219.0,2.0,
2011-06-03,,,,16.0,512.0,34.0,0.0,,,671.0,,115.0,328.0,,42.0,71.0,36.0,,,513.0,,,,125.0,10238.0,14213.0,,0.0,,2687.0,,610.0,,94.0,,836.0,18.0,
2011-06-04,,,,17.0,802.0,3.0,0.0,,,580.0,,136.0,974.0,,707.0,36.0,36.0,,,178.0,,,,119.0,2687.0,12898.0,,0.0,,443.0,,462.0,,49.0,,711.0,2.0,
2011-06-05,,,,17.0,446.0,9.0,0.0,,,482.0,,147.0,2305.0,,1896.0,135.0,36.0,,,132.0,,,,151.0,9622.0,17560.0,,0.0,,983.0,,290.0,,69.0,,887.0,0.0,
2011-06-06,,,,166.0,11.0,6.0,0.0,,,665.0,,115.0,2699.0,,1744.0,75.0,36.0,,,230.0,,,,182.0,4094.0,12282.0,,0.0,,1569.0,,25.0,,123.0,,944.0,11.0,
2011-06-07,,,,105.0,0.0,30.0,0.0,,,1004.0,,115.0,2557.0,,1715.0,104.0,48.0,,,148.0,,,,317.0,10507.0,7644.0,,0.0,,6563.0,,116.0,,63.0,,1338.0,4.0,
2011-06-08,,,,55.0,98.0,32.0,0.0,,,614.0,,173.0,2390.0,,1379.0,65.0,56.0,,,422.0,,,,184.0,6105.0,11975.0,,0.0,,1561.0,,193.0,,160.0,,1243.0,5.0,
2011-06-09,,,,121.0,241.0,27.0,0.0,,,423.0,,142.0,2308.0,,1619.0,160.0,55.0,,,427.0,,,,202.0,1700.0,9769.0,,0.0,,933.0,,914.0,,114.0,,1334.0,6.0,
2011-06-10,,,,96.0,359.0,25.0,0.0,,,436.0,,115.0,404.0,,1806.0,166.0,60.0,,,352.0,,,,223.0,9891.0,7342.0,,1.0,,5769.0,,519.0,,101.0,,1426.0,4.0,
2011-06-11,,,,168.0,90.0,21.0,0.0,,,290.0,,116.0,242.0,,1460.0,344.0,58.0,,,104.0,,,,159.0,226.0,5702.0,,4.0,,10686.0,,8.0,,86.0,,1452.0,9.0,
2011-06-12,,,,100.0,132.0,6.0,0.0,,,750.0,,109.0,215.0,,1685.0,64.0,58.0,,,157.0,,,,140.0,206.0,6033.0,,3.0,,7942.0,,255.0,,105.0,,1272.0,7.0,
2011-06-13,,,,115.0,560.0,24.0,0.0,,,698.0,,115.0,1251.0,,1787.0,144.0,58.0,,,480.0,,,,136.0,414.0,8964.0,,7.0,,5975.0,,775.0,,72.0,,1231.0,8.0,
2011-06-14,,,,133.0,356.0,23.0,0.0,,,518.0,,119.0,679.0,,3288.0,141.0,53.0,,,298.0,,,,127.0,246.0,12019.0,,11.0,,7369.0,,217.0,,19.0,,327.0,1.0,
2011-06-15,,,,117.0,622.0,55.0,0.0,,,596.0,,88.0,197.0,,2086.0,126.0,39.0,,,195.0,,,,154.0,518.0,31837.0,,10.0,,7298.0,,411.0,,101.0,,833.0,8.0,
2011-06-16,,,,40.0,683.0,15.0,0.0,,,321.0,,141.0,414.0,,121.0,95.0,52.0,,,264.0,,,,126.0,771.0,9669.0,,4.0,,5891.0,,13.0,,91.0,,1132.0,30.0,
2011-06-17,,,,121.0,542.0,11.0,0.0,,,354.0,,117.0,784.0,,436.0,150.0,33.0,,,193.0,,,,132.0,2475.0,7200.0,,8.0,,2527.0,,157.0,,83.0,,918.0,17.0,
2011-06-18,,,,102.0,254.0,16.0,0.0,,,434.0,,75.0,784.0,,410.0,58.0,63.0,,,104.0,,,,99.0,239.0,5082.0,,6.0,,741.0,,428.0,,92.0,,1057.0,0.0,
2011-06-19,,,,116.0,306.0,11.0,0.0,,,356.0,,82.0,1509.0,,875.0,139.0,56.0,,,154.0,,,,75.0,257.0,3309.0,,5.0,,629.0,,224.0,,65.0,,1171.0,0.0,
2011-06-20,,,,100.0,293.0,12.0,0.0,,,388.0,,116.0,835.0,,1141.0,253.0,53.0,,,204.0,,,,158.0,1421.0,5205.0,,28.0,,644.0,,161.0,,105.0,,506.0,0.0,
2011-06-21,,,,93.0,387.0,26.0,0.0,,,675.0,,130.0,981.0,,1391.0,393.0,57.0,,,191.0,,,,137.0,2411.0,5488.0,,10.0,,714.0,,1188.0,,115.0,,1292.0,3.0,
2011-06-22,,,,482.0,217.0,7.0,0.0,,,536.0,,74.0,309.0,,1775.0,236.0,54.0,,,158.0,,,,170.0,1048.0,6281.0,,6.0,,1028.0,,625.0,,126.0,,1010.0,10.0,
2011-06-23,,,,819.0,391.0,8.0,0.0,,,1321.0,,151.0,856.0,,1278.0,329.0,60.0,,,153.0,,,,173.0,341.0,14949.0,,4.0,,1198.0,,630.0,,92.0,,1144.0,1.0,
2011-06-24,,,,247.0,384.0,0.0,0.0,,,483.0,,104.0,555.0,,1059.0,379.0,55.0,,,103.0,,,,521.0,2118.0,33902.0,,3.0,,1503.0,,26.0,,57.0,,1355.0,1.0,
2011-06-25,,,,61.0,329.0,2.0,0.0,,,192.0,,37.0,192.0,,818.0,283.0,55.0,,,81.0,,,,123.0,1279.0,19073.0,,4.0,,1133.0,,291.0,,36.0,,1223.0,0.0,
2011-06-26,,,,219.0,183.0,11.0,0.0,,,195.0,,0.0,137.0,,902.0,231.0,55.0,,,102.0,,,,80.0,336.0,17935.0,,2.0,,4255.0,,398.0,,34.0,,1175.0,1.0,
2011-06-27,,,,59.0,240.0,1.0,0.0,,,512.0,,19.0,277.0,,875.0,376.0,52.0,,,240.0,,,,118.0,1083.0,9321.0,,3.0,,882.0,,12.0,,82.0,,1045.0,1.0,
2011-06-28,,,,543.0,400.0,4.0,0.0,,,481.0,,53.0,534.0,,1594.0,351.0,61.0,,,132.0,,,,175.0,2818.0,12344.0,,4.0,,1436.0,,269.0,,13.0,,655.0,0.0,
2011-06-29,,,,87.0,336.0,6.0,0.0,,,332.0,,119.0,265.0,,471.0,699.0,54.0,,,198.0,,,,138.0,1727.0,10963.0,,3.0,,479.0,,619.0,,57.0,,1193.0,8.0,
2011-06-30,,,,83.0,286.0,8.0,0.0,,,844.0,,85.0,412.0,,233.0,292.0,55.0,,,149.0,,,,81.0,765.0,11017.0,,2.0,,507.0,,494.0,,76.0,,1275.0,4.0,
2011-07-01,,,,45.0,228.0,3.0,0.0,,,648.0,,111.0,636.0,,531.0,226.0,48.0,,,146.0,,,,76.0,1184.0,5365.0,,2.0,,510.0,,0.0,,122.0,,1479.0,2.0,
2011-07-02,,,,42.0,234.0,2.0,0.0,,,320.0,,64.0,1886.0,,855.0,21.0,36.0,,,103.0,,,,74.0,625.0,3696.0,,1.0,,418.0,,29.0,,86.0,,1415.0,11.0,
2011-07-03,,,,37.0,195.0,3.0,0.0,,,397.0,,64.0,1179.0,,1233.0,11.0,37.0,,,72.0,,,,105.0,221.0,21800.0,,1.0,,549.0,,114.0,,44.0,,1522.0,1.0,
2011-07-04,,,,42.0,213.0,2.0,0.0,,,518.0,,32.0,236.0,,954.0,133.0,36.0,,,72.0,,,,64.0,161.0,6900.0,,1.0,,394.0,,552.0,,68.0,,1311.0,6.0,
2011-07-05,,,,136.0,216.0,3.0,0.0,,,532.0,,138.0,258.0,,1458.0,175.0,34.0,,,680.0,,,,78.0,2463.0,10833.0,,8.0,,437.0,,517.0,,93.0,,1119.0,15.0,
2011-07-06,,,,137.0,214.0,23.0,0.0,,,958.0,,87.0,198.0,,2301.0,161.0,38.0,,,254.0,,,,89.0,84.0,8073.0,,10.0,,529.0,,108.0,,67.0,,766.0,2.0,
2011-07-07,,,,156.0,339.0,2.0,0.0,,,1036.0,,98.0,537.0,,520.0,427.0,36.0,,,203.0,,,,105.0,1084.0,2569.0,,1.0,,546.0,,622.0,,56.0,,988.0,2.0,
2011-07-08,,,,132.0,221.0,4.0,0.0,,,568.0,,26.0,804.0,,625.0,590.0,38.0,,,166.0,,,,85.0,1199.0,3595.0,,3.0,,524.0,,458.0,,85.0,,1129.0,3.0,
2011-07-09,,,,723.0,217.0,3.0,0.0,,,621.0,,5.0,299.0,,1276.0,353.0,35.0,,,94.0,,,,103.0,84.0,1054.0,,1.0,,277.0,,202.0,,53.0,,1397.0,0.0,
2011-07-10,,,,116.0,190.0,2.0,0.0,,,612.0,,9.0,432.0,,1705.0,380.0,36.0,,,98.0,,,,85.0,94.0,2839.0,,1.0,,291.0,,73.0,,36.0,,1780.0,0.0,
2011-07-11,,,,102.0,263.0,4.0,0.0,,,508.0,,15.0,698.0,,2732.0,58.0,34.0,,,345.0,,,,223.0,2264.0,3192.0,,0.0,,456.0,,432.0,,85.0,,1286.0,5.0,
2011-07-12,,,,425.0,200.0,8.0,0.0,,,309.0,,79.0,624.0,,2473.0,27.0,34.0,,,255.0,,,,134.0,1271.0,3065.0,,3.0,,606.0,,109.0,,106.0,,1187.0,11.0,
2011-07-13,,,,428.0,196.0,10.0,0.0,,,669.0,,339.0,963.0,,1634.0,438.0,33.0,,,164.0,,,,271.0,2944.0,2826.0,,1.0,,1953.0,,553.0,,101.0,,1344.0,26.0,
2011-07-14,,,,115.0,188.0,7.0,0.0,,,535.0,,2123.0,414.0,,1386.0,574.0,26.0,,,496.0,,,,131.0,2844.0,4208.0,,3.0,,4789.0,,527.0,,93.0,,1221.0,11.0,
2011-07-15,,,,123.0,186.0,2.0,0.0,,,340.0,,51.0,927.0,,1257.0,507.0,37.0,,,358.0,,,,139.0,1727.0,1999.0,,0.0,,793.0,,543.0,,89.0,,1099.0,8.0,
2011-07-16,,,,115.0,189.0,6.0,0.0,,,340.0,,186.0,2236.0,,1142.0,374.0,38.0,,,215.0,,,,62.0,619.0,668.0,,0.0,,3083.0,,178.0,,55.0,,1153.0,1.0,
2011-07-17,,,,118.0,160.0,9.0,0.0,,,276.0,,347.0,2477.0,,1991.0,118.0,37.0,,,268.0,,,,44.0,133.0,687.0,,0.0,,2301.0,,7.0,,47.0,,1017.0,1.0,
2011-07-18,,,,150.0,250.0,5.0,0.0,,,291.0,,939.0,171.0,,1433.0,262.0,37.0,,,322.0,,,,158.0,2920.0,3185.0,,3.0,,910.0,,138.0,,97.0,,1212.0,2.0,
2011-07-19,,,,89.0,406.0,4.0,0.0,,,586.0,,323.0,103.0,,1208.0,114.0,38.0,,,64.0,,,,109.0,1475.0,2268.0,,8.0,,807.0,,485.0,,91.0,,1154.0,16.0,
2011-07-20,,,,58.0,628.0,4.0,0.0,,,531.0,,77.0,133.0,,1485.0,226.0,37.0,,,208.0,,,,71.0,34998.0,15107.0,,16.0,,2096.0,,483.0,,72.0,,1015.0,6.0,
2011-07-21,,,,38.0,391.0,9.0,0.0,,,730.0,,101.0,80.0,,2651.0,485.0,38.0,,,141.0,,,,59.0,2647.0,2330.0,,10.0,,3709.0,,459.0,,119.0,,1148.0,3.0,
2011-07-22,,,,23.0,257.0,2.0,0.0,,,262.0,,91.0,59.0,,2179.0,408.0,37.0,,,102.0,,,,37.0,697.0,1802.0,,13.0,,2821.0,,326.0,,88.0,,1066.0,20.0,
2011-07-23,,,,14.0,333.0,2.0,0.0,,,382.0,,54.0,42.0,,2608.0,81.0,38.0,,,7.0,,,,12.0,84.0,906.0,,14.0,,3051.0,,126.0,,88.0,,941.0,1.0,
2011-07-24,,,,17.0,176.0,2.0,0.0,,,467.0,,60.0,166.0,,3541.0,190.0,37.0,,,26.0,,,,12.0,386.0,811.0,,22.0,,2153.0,,277.0,,101.0,,1085.0,1.0,
2011-07-25,,,,17.0,381.0,2.0,0.0,,,807.0,,103.0,0.0,,2160.0,342.0,37.0,,,235.0,,,,34.0,2110.0,1416.0,,14.0,,5707.0,,148.0,,128.0,,1301.0,22.0,
2011-07-26,,,,8.0,264.0,2.0,0.0,,,1321.0,,179.0,0.0,,2525.0,340.0,39.0,,,296.0,,,,54.0,98.0,4619.0,,16.0,,5627.0,,387.0,,84.0,,1537.0,6.0,
2011-07-27,,,,10.0,239.0,3.0,0.0,,,1557.0,,191.0,0.0,,2275.0,434.0,38.0,,,264.0,,,,136.0,3524.0,11859.0,,0.0,,3547.0,,407.0,,85.0,,1444.0,5.0,
2011-07-28,,,,12.0,292.0,2.0,0.0,,,1363.0,,86.0,0.0,,1484.0,177.0,38.0,,,378.0,,,,81.0,616.0,11079.0,,9.0,,701.0,,614.0,,96.0,,1419.0,10.0,
2011-07-29,,,,9.0,217.0,2.0,0.0,,,1200.0,,118.0,0.0,,2137.0,231.0,39.0,,,94.0,,,,35.0,1159.0,3268.0,,3.0,,335.0,,551.0,,89.0,,1174.0,10.0,
2011-07-30,,,,13.0,179.0,2.0,0.0,,,476.0,,133.0,0.0,,1699.0,5.0,38.0,,,64.0,,,,34.0,296.0,1601.0,,8.0,,355.0,,479.0,,91.0,,1051.0,2.0,
2011-07-31,,,,13.0,150.0,2.0,0.0,,,236.0,,47.0,0.0,,1854.0,65.0,15.0,,,114.0,,,,34.0,577.0,2474.0,,14.0,,380.0,,469.0,,64.0,,1005.0,3.0,
2011-08-01,,,,40.0,262.0,2.0,,,,7.0,0.0,101.0,,,2091.0,136.0,,,,277.0,,,,58.0,2622.0,3849.0,,52.0,,420.0,,355.0,,317.0,,1064.0,5.0,
2011-08-02,,,,69.0,265.0,3.0,,,,0.0,0.0,147.0,,,1675.0,224.0,,,,217.0,,,,81.0,21430.0,17845.0,,22.0,,589.0,,178.0,,166.0,,979.0,13.0,
2011-08-03,,,,39.0,255.0,2.0,,,,0.0,0.0,169.0,,,2198.0,13.0,,,,21.0,,,,104.0,4434.0,29019.0,,29.0,,2790.0,,716.0,,111.0,,1126.0,1.0,
2011-08-04,,,,25.0,250.0,1.0,,,,0.0,0.0,123.0,,,2044.0,257.0,,,,171.0,,,,84.0,3212.0,7583.0,,9.0,,3762.0,,469.0,,117.0,,1376.0,4.0,
2011-08-05,,,,16.0,241.0,1.0,,,,0.0,0.0,48.0,,,2430.0,247.0,,,,224.0,,,,112.0,15767.0,13388.0,,5.0,,2983.0,,702.0,,63.0,,1090.0,0.0,
2011-08-06,,,,10.0,203.0,0.0,,,,0.0,0.0,79.0,,,2399.0,15.0,,,,212.0,,,,131.0,10823.0,24728.0,,1.0,,2870.0,,528.0,,36.0,,871.0,0.0,
2011-08-07,,,,6.0,173.0,0.0,,,,0.0,0.0,106.0,,,1480.0,32.0,,,,232.0,,,,110.0,11564.0,61527.0,,0.0,,1230.0,,466.0,,42.0,,1112.0,2.0,
2011-08-08,,,,4.0,166.0,0.0,,,,0.0,0.0,58.0,,,1252.0,257.0,,,,404.0,,,,127.0,259.0,9.0,,0.0,,538.0,,521.0,,56.0,,1348.0,7.0,
2011-08-09,,,,1.0,240.0,0.0,,,,7.0,0.0,55.0,,,1751.0,168.0,,,,632.0,,,,270.0,1468.0,5266.0,,0.0,,745.0,,211.0,,70.0,,1235.0,5.0,
2011-08-10,,,,0.0,142.0,0.0,,,,10.0,0.0,122.0,,,1583.0,267.0,,,,946.0,,,,119.0,7112.0,36398.0,,4.0,,1130.0,,682.0,,76.0,,1319.0,6.0,
2011-08-11,,,,0.0,99.0,0.0,,,,0.0,0.0,115.0,,,535.0,257.0,,,,375.0,,,,110.0,10930.0,6364.0,,13.0,,861.0,,778.0,,61.0,,1188.0,6.0,
2011-08-12,,,,0.0,186.0,0.0,,,,0.0,0.0,96.0,,,1152.0,195.0,,,,1282.0,,,,93.0,6310.0,30493.0,,7.0,,670.0,,496.0,,122.0,,1056.0,4.0,
2011-08-13,,,,0.0,230.0,0.0,,,,0.0,0.0,59.0,,,685.0,519.0,,,,548.0,,,,61.0,16030.0,35188.0,,13.0,,354.0,,198.0,,14.0,,1220.0,3.0,
2011-08-14,,,,0.0,316.0,0.0,,,,0.0,0.0,65.0,,,1728.0,0.0,,,,554.0,,,,45.0,11812.0,3138.0,,18.0,,289.0,,396.0,,20.0,,979.0,2.0,
2011-08-15,,,,0.0,193.0,0.0,,,,1.0,0.0,117.0,,,1597.0,372.0,,,,295.0,,,,58.0,18015.0,8019.0,,10.0,,590.0,,0.0,,30.0,,1321.0,6.0,
2011-08-16,,,,0.0,222.0,0.0,,,,2.0,0.0,89.0,,,1545.0,336.0,,,,1394.0,,,,74.0,17354.0,4001.0,,16.0,,738.0,,7.0,,52.0,,1607.0,3.0,
2011-08-17,,,,0.0,218.0,0.0,,,,31.0,0.0,78.0,,,2843.0,254.0,,,,1751.0,,,,26.0,18951.0,5172.0,,35.0,,1353.0,,268.0,,15.0,,1290.0,5.0,
2011-08-18,,,,0.0,337.0,0.0,,,,27.0,4.0,75.0,,,2518.0,351.0,,,,820.0,,,,83.0,12502.0,2191.0,,15.0,,829.0,,937.0,,25.0,,1507.0,7.0,
2011-08-19,,,,0.0,291.0,0.0,,,,6.0,0.0,139.0,,,1491.0,49.0,,,,466.0,,,,60.0,14742.0,1580.0,,8.0,,683.0,,506.0,,24.0,,1428.0,3.0,
2011-08-20,,,,0.0,177.0,4.0,,,,11.0,0.0,110.0,,,2785.0,34.0,,,,549.0,,,,55.0,16861.0,1022.0,,6.0,,800.0,,655.0,,26.0,,965.0,0.0,
2011-08-21,,,,0.0,146.0,4.0,,,,6.0,0.0,56.0,,,2262.0,48.0,,,,500.0,,,,57.0,14887.0,1450.0,,18.0,,522.0,,630.0,,45.0,,1107.0,2.0,
2011-08-22,,,,0.0,64.0,3.0,,,,8.0,0.0,112.0,,,2004.0,62.0,,,,943.0,,,,96.0,15618.0,2143.0,,20.0,,845.0,,695.0,,89.0,,900.0,6.0,
2011-08-23,,,,0.0,132.0,16.0,,,,10.0,3.0,145.0,,,4931.0,32.0,,,,1148.0,,,,73.0,15890.0,4509.0,,28.0,,859.0,,975.0,,59.0,,604.0,2.0,
2011-08-24,,,,0.0,40.0,9.0,,,,5.0,16.0,49.0,,,8428.0,118.0,,,,869.0,,,,94.0,14260.0,3537.0,,22.0,,773.0,,915.0,,38.0,,1488.0,3.0,
2011-08-25,,,,0.0,21.0,17.0,,,,10.0,0.0,98.0,,,5621.0,15.0,,,,1078.0,,,,83.0,13830.0,3360.0,,28.0,,918.0,,829.0,,35.0,,1170.0,6.0,
2011-08-26,,,,0.0,51.0,11.0,,,,5.0,0.0,84.0,,,4409.0,131.0,,,,881.0,,,,53.0,15182.0,2624.0,,22.0,,943.0,,673.0,,52.0,,992.0,1.0,
2011-08-27,,,,0.0,23.0,4.0,,,,9.0,0.0,54.0,,,1934.0,291.0,,,,684.0,,,,34.0,14947.0,2023.0,,14.0,,716.0,,355.0,,25.0,,1140.0,1.0,
2011-08-28,,,,0.0,71.0,0.0,,,,8.0,0.0,48.0,,,1294.0,214.0,,,,233.0,,,,19.0,14526.0,3293.0,,9.0,,585.0,,478.0,,10.0,,936.0,0.0,
2011-08-29,,,,0.0,119.0,3.0,,,,6.0,0.0,56.0,,,1577.0,142.0,,,,603.0,,,,75.0,10556.0,3517.0,,3.0,,844.0,,471.0,,14.0,,1716.0,6.0,
2011-08-30,,,,0.0,132.0,6.0,,,,12.0,0.0,78.0,,,2411.0,118.0,,,,487.0,,,,46.0,7962.0,4809.0,,5.0,,1106.0,,296.0,,52.0,,1711.0,3.0,
2011-08-31,,,,0.0,159.0,0.0,,,,1.0,0.0,66.0,,,3295.0,255.0,,,,242.0,,,,22.0,4747.0,3365.0,,4.0,,767.0,,582.0,,44.0,,1907.0,2.0,
2011-09-01,,,,0.0,247.0,0.0,,,,0.0,0.0,115.0,,,1654.0,24.0,,,,399.0,,,,1.0,4853.0,2723.0,,5.0,,876.0,,332.0,,58.0,,1634.0,2.0,
