,[10] Number of Jobs Started,[11] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[37] Number of Jobs Started,[38] Number of Jobs Started,[39] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[41] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[49] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[51] Number of Jobs Started,[52] Number of Jobs Started,[53] Number of Jobs Started,[54] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[58] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[68] Number of Jobs Started,[6] Number of Jobs Started,[70] Number of Jobs Started,[71] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[8] Number of Jobs Started,[9] Number of Jobs Started
2015-10-21,33.0,2.0,26.0,2.0,6.0,0.0,9.0,1.0,3.0,0.0,1414.0,40.0,0.0,2.0,0.0,24.0,9.0,1.0,0.0,0.0,0.0,272.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,0.0,87.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,9.0,86.0,5.0
2015-10-22,25.0,4.0,21.0,0.0,7.0,1.0,21.0,1.0,0.0,0.0,2214.0,25.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,326.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,,6.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,56.0,11.0
2015-10-23,30.0,0.0,78.0,0.0,3.0,0.0,28.0,1.0,6.0,0.0,1412.0,11.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,296.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,41.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,39.0,80.0,5.0
2015-10-24,22.0,0.0,10.0,1.0,5.0,0.0,12.0,0.0,3.0,0.0,2992.0,11.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,146.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,49.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,45.0,35.0,1.0
2015-10-25,0.0,0.0,38.0,4.0,2.0,0.0,15.0,0.0,0.0,0.0,2556.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,137.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,0.0
2015-10-26,4.0,0.0,21.0,0.0,0.0,7.0,26.0,0.0,7.0,0.0,725.0,16.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,419.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,94.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,2.0,2.0,97.0,2.0
2015-10-27,6.0,6.0,139.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,557.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,251.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,123.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,50.0,2.0
2015-10-28,13.0,4.0,71.0,0.0,0.0,0.0,36.0,10.0,0.0,0.0,1038.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,342.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,2.0,49.0,16.0
2015-10-29,22.0,24.0,10.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,742.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,234.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,111.0,2.0
2015-10-30,7.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,492.0,15.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,230.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,225.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,26.0,0.0,,,0.0,6.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,6.0,47.0,5.0
2015-10-31,2.0,2.0,47.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,991.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,163.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,47.0,2.0
2015-11-01,1.0,3.0,8.0,0.0,4.0,0.0,11.0,0.0,18.0,0.0,2215.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,264.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,117.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,46.0,1.0
2015-11-02,6.0,3.0,8.0,0.0,0.0,0.0,25.0,0.0,6.0,0.0,872.0,14.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,136.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,68.0,3.0
2015-11-03,20.0,2.0,8.0,0.0,1.0,0.0,32.0,0.0,16.0,1.0,1062.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,394.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,117.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,,,0.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,9.0,61.0,5.0
2015-11-04,39.0,36.0,34.0,0.0,3.0,0.0,30.0,0.0,10.0,0.0,796.0,4.0,14.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,313.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,293.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,14.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,110.0,0.0
2015-11-05,73.0,12.0,7.0,0.0,1.0,0.0,21.0,0.0,10.0,0.0,587.0,4.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,314.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,11.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,66.0,3.0
2015-11-06,30.0,8.0,20.0,3.0,1.0,1.0,13.0,0.0,5.0,0.0,485.0,5.0,8.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,83.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,20.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,2.0,74.0,1.0
2015-11-07,8.0,4.0,6.0,12.0,1.0,1.0,10.0,0.0,5.0,0.0,301.0,1.0,7.0,0.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,148.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,77.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,52.0,2.0
2015-11-08,1.0,19.0,5.0,8.0,1.0,0.0,26.0,0.0,9.0,0.0,546.0,4.0,13.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,340.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,7.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,38.0,1.0
2015-11-09,108.0,1.0,19.0,0.0,0.0,2.0,27.0,0.0,6.0,0.0,1157.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,23.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,68.0,0.0
2015-11-10,52.0,8.0,54.0,0.0,0.0,0.0,20.0,0.0,2.0,1.0,1085.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,402.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,35.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,23.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,4.0,91.0,2.0
2015-11-11,403.0,4.0,7.0,0.0,0.0,0.0,24.0,2.0,6.0,0.0,697.0,3.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,409.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,9.0,58.0,0.0
2015-11-12,528.0,7.0,15.0,0.0,0.0,0.0,20.0,2.0,4.0,0.0,536.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,317.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,46.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,12.0,67.0,1.0
2015-11-13,20.0,5.0,12.0,0.0,1.0,0.0,22.0,3.0,5.0,0.0,529.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,223.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,37.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,31.0,4.0
2015-11-14,8.0,4.0,6.0,11.0,1.0,0.0,12.0,1.0,0.0,0.0,700.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,39.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,118.0,2.0
2015-11-15,5.0,3.0,4.0,4.0,0.0,0.0,39.0,2.0,8.0,7.0,531.0,2.0,1.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,5.0,248.0,1.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,46.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,119.0,4.0
2015-11-16,12.0,0.0,11.0,0.0,0.0,0.0,33.0,0.0,2.0,1.0,842.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,314.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,98.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,8.0,111.0,1.0
2015-11-17,6.0,2.0,11.0,0.0,1.0,0.0,33.0,0.0,7.0,0.0,998.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,462.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,52.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,18.0,2.0,193.0,2.0
2015-11-18,11.0,0.0,22.0,0.0,0.0,0.0,29.0,1.0,6.0,0.0,805.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,361.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,95.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,0.0,5.0,0.0,0.0,1.0,0.0,47.0,0.0,0.0,25.0,0.0,101.0,2.0
2015-11-19,5.0,4.0,45.0,0.0,1.0,0.0,40.0,0.0,65.0,0.0,1821.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,245.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,14.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,1.0,53.0,2.0
2015-11-20,6.0,1.0,9.0,0.0,1.0,0.0,18.0,3.0,12.0,0.0,1616.0,3.0,0.0,1.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,333.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,46.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,,17.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,5.0,20.0,7.0
2015-11-21,6.0,2.0,36.0,0.0,3.0,1.0,7.0,6.0,3.0,0.0,888.0,1.0,0.0,0.0,0.0,1.0,30.0,2.0,2.0,0.0,1.0,119.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,87.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,42.0,11.0,11.0
2015-11-22,4.0,0.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,468.0,2.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,255.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,12.0,37.0,3.0
2015-11-23,9.0,1.0,46.0,0.0,0.0,0.0,45.0,0.0,6.0,0.0,1139.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,297.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,141.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,17.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,4.0,47.0,52.0,2.0
2015-11-24,7.0,0.0,26.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,628.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,352.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,124.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,3.0,27.0,47.0,8.0
2015-11-25,7.0,0.0,34.0,0.0,0.0,5.0,39.0,0.0,1.0,0.0,992.0,3.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,2.0,0.0,387.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,166.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,22.0,40.0,2.0
2015-11-26,2.0,0.0,23.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,709.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,224.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,144.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,14.0,40.0,6.0
2015-11-27,6.0,0.0,25.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,389.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,115.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,10.0,22.0,1.0
2015-11-28,2.0,0.0,7.0,2.0,10.0,7.0,9.0,0.0,0.0,0.0,181.0,3.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,167.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,24.0,4.0
2015-11-29,2.0,0.0,17.0,0.0,27.0,3.0,17.0,0.0,0.0,0.0,290.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,41.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,,83.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0
2015-11-30,3.0,1.0,23.0,0.0,0.0,4.0,29.0,0.0,0.0,0.0,555.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,294.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,85.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,1.0,59.0,0.0
2015-12-01,5.0,0.0,19.0,0.0,0.0,2.0,10.0,0.0,8.0,0.0,649.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,261.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,56.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,59.0,5.0
2015-12-02,3.0,0.0,33.0,0.0,0.0,6.0,23.0,5.0,0.0,0.0,4440.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,364.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,174.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,10.0,,,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,60.0,7.0
2015-12-03,2.0,0.0,2.0,0.0,0.0,12.0,25.0,5.0,7.0,0.0,435.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,235.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,63.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,,,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,37.0,0.0
2015-12-04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0
2015-12-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
2015-12-06,3.0,0.0,8.0,0.0,0.0,6.0,23.0,2.0,0.0,0.0,588.0,13.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,294.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,88.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,70.0,0.0
