,[10] Number of Jobs Started,[11] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[37] Number of Jobs Started,[38] Number of Jobs Started,[39] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[41] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[49] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[51] Number of Jobs Started,[52] Number of Jobs Started,[53] Number of Jobs Started,[54] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[58] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[68] Number of Jobs Started,[6] Number of Jobs Started,[70] Number of Jobs Started,[71] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[8] Number of Jobs Started,[9] Number of Jobs Started
2016-04-23,26.0,0.0,12.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,596.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,168.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,5.0,65.0,3.0
2016-04-24,19.0,0.0,12.0,0.0,1.0,3.0,12.0,0.0,0.0,1.0,523.0,6.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,238.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,1.0,,0.0,49.0,70.0,23.0
2016-04-25,17.0,0.0,14.0,0.0,0.0,17.0,8.0,2.0,0.0,0.0,819.0,10.0,0.0,1.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,,1.0,7.0,31.0,25.0
2016-04-26,39.0,0.0,22.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,1061.0,11.0,3.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,,0.0,1.0,127.0,0.0
2016-04-27,32.0,2.0,14.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1049.0,12.0,0.0,2.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,0.0,0.0,64.0,0.0
2016-04-28,34.0,0.0,34.0,0.0,0.0,1.0,18.0,0.0,7.0,1.0,696.0,22.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,590.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,,0.0,0.0,45.0,1.0
2016-04-29,12.0,0.0,18.0,0.0,0.0,1.0,31.0,2.0,0.0,0.0,952.0,19.0,0.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,472.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,14.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,49.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,1.0,21.0,1.0
2016-04-30,22.0,0.0,19.0,0.0,0.0,1.0,15.0,0.0,0.0,2.0,8287.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,152.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,48.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,0.0,1.0,36.0,1.0
2016-05-01,32.0,0.0,4.0,1.0,0.0,0.0,16.0,1.0,3.0,0.0,11041.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,3.0,0.0,19.0,4.0
2016-05-02,42.0,0.0,8.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,8084.0,32.0,0.0,3.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,569.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,23.0,0.0,,1.0,4.0,24.0,4.0
2016-05-03,34.0,0.0,29.0,0.0,0.0,1.0,57.0,0.0,2.0,0.0,5832.0,12.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,,1.0,0.0,28.0,5.0
2016-05-04,37.0,6.0,42.0,6.0,6.0,9.0,37.0,0.0,4.0,0.0,1819.0,23.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,20.0,0.0,,4.0,10.0,65.0,12.0
2016-05-05,115.0,12.0,29.0,12.0,19.0,15.0,20.0,0.0,9.0,0.0,3659.0,18.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,562.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,,10.0,13.0,33.0,21.0
2016-05-06,39.0,0.0,18.0,0.0,1.0,1.0,11.0,0.0,5.0,0.0,7426.0,10.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,,4.0,2.0,31.0,3.0
2016-05-07,30.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9624.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,1.0,24.0,0.0
2016-05-08,14.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,9367.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,223.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,3.0,49.0,1.0
2016-05-09,60.0,1.0,7.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,6047.0,6.0,0.0,2.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,516.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,2.0,,0.0,0.0,45.0,0.0
2016-05-10,113.0,1.0,3.0,0.0,0.0,1.0,17.0,0.0,2.0,0.0,11192.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,21.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,10.0,0.0,,0.0,0.0,131.0,2.0
2016-05-11,74.0,0.0,23.0,0.0,4.0,2.0,15.0,0.0,0.0,2.0,11401.0,9.0,0.0,0.0,1.0,12.0,13.0,0.0,1.0,0.0,0.0,690.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,1.0,48.0,5.0
2016-05-12,59.0,2.0,16.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1349.0,7.0,0.0,7.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,703.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,28.0,1.0
2016-05-13,17.0,0.0,8.0,0.0,1.0,1.0,11.0,2.0,0.0,0.0,1421.0,10.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,3.0,1.0,26.0,0.0
2016-05-14,13.0,5.0,5.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,964.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,31.0,9.0
2016-05-15,60.0,1.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1099.0,17.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,222.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,1.0,30.0,2.0
2016-05-16,90.0,16.0,6.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,1245.0,7.0,0.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,191.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,145.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,34.0,2.0
2016-05-17,20.0,16.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2857.0,4.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,23.0,1.0,,0.0,0.0,15.0,7.0
2016-05-18,44.0,8.0,4.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,2085.0,4.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1147.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,,0.0,0.0,14.0,3.0
2016-05-19,37.0,8.0,4.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,961.0,7.0,0.0,3.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,1123.0,1.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,34.0,6.0
2016-05-20,15.0,1.0,10.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,1172.0,1.0,1.0,4.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,685.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,1.0,,0.0,0.0,40.0,6.0
2016-05-21,37.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,973.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,30.0,2.0
2016-05-22,19.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1732.0,0.0,0.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,298.0,8.0,0.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,3.0,,0.0,0.0,34.0,3.0
2016-05-23,13.0,2.0,4.0,0.0,14.0,0.0,5.0,0.0,1.0,0.0,1801.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,580.0,8.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,,8.0,0.0,48.0,0.0
2016-05-24,10.0,2.0,15.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1642.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,1.0,0.0,34.0,0.0
2016-05-25,20.0,8.0,19.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,1249.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,623.0,5.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,,3.0,1.0,39.0,0.0
2016-05-26,9.0,1.0,9.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,762.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,423.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,,3.0,0.0,30.0,3.0
2016-05-27,25.0,0.0,9.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,864.0,9.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,465.0,3.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,40.0,0.0,,3.0,1.0,26.0,0.0
2016-05-28,6.0,0.0,7.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,449.0,12.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,1.0,0.0,28.0,2.0
2016-05-29,7.0,0.0,11.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,740.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,277.0,2.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,28.0,0.0
2016-05-30,5.0,5.0,7.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,988.0,11.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,503.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,10.0,0.0
2016-05-31,8.0,3.0,21.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,846.0,15.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,507.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,33.0,2.0
2016-06-01,4.0,2.0,6.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,826.0,5.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,425.0,17.0,0.0,13.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,22.0,0.0,,0.0,0.0,26.0,0.0
2016-06-02,12.0,1.0,8.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,1583.0,8.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,437.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,,0.0,1.0,25.0,1.0
2016-06-03,14.0,0.0,45.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,1047.0,7.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,382.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,24.0,80.0,1.0
2016-06-04,7.0,3.0,26.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,671.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,8.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,,0.0,38.0,18.0,0.0
2016-06-05,5.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1379.0,3.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,131.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,20.0,0.0
2016-06-06,33.0,3.0,19.0,0.0,3.0,2.0,19.0,0.0,0.0,0.0,1550.0,3.0,0.0,17.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,276.0,9.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,13.0,0.0,,1.0,1.0,19.0,0.0
